record_id,vendor_id,vendor_name,category,region,status,period,year,month,quarter,invoice_amount,payment_days,on_time,quality_score,defect_rate,order_count,dispute_count
VP-0181,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Jul 2025,2025,7,Q3,141141.37,36,Yes,75.8,0.3298,7,0
VP-0193,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Jul 2025,2025,7,Q3,73691.97,22,Yes,83.8,0.2334,14,0
VP-0194,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Jul 2025,2025,7,Q3,140592.69,34,Yes,90.4,0.0931,15,0
VP-0195,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Jul 2025,2025,7,Q3,129274.16,62,Yes,85.6,0.1426,1,0
VP-0196,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Jul 2025,2025,7,Q3,192356.01,57,Yes,72.2,0.227,2,0
VP-0197,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Jul 2025,2025,7,Q3,195738.74,52,Yes,61.4,0.2968,1,1
VP-0182,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Jul 2025,2025,7,Q3,166304.28,29,Yes,79.0,0.2609,2,0
VP-0183,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Jul 2025,2025,7,Q3,227433.75,37,Yes,70.7,0.3352,3,0
VP-0184,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Jul 2025,2025,7,Q3,81701.51,61,Yes,77.4,0.1464,12,1
VP-0185,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Jul 2025,2025,7,Q3,74761.31,24,Yes,70.0,0.2999,7,3
VP-0186,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Jul 2025,2025,7,Q3,91088.59,29,Yes,57.3,0.3331,15,2
VP-0171,V-TEC-01,Technology Vendor 01,Technology,South,Active,Jul 2025,2025,7,Q3,97340.89,34,Yes,97.6,0.0283,6,0
VP-0172,V-TEC-02,Technology Vendor 02,Technology,North,Active,Jul 2025,2025,7,Q3,89547.47,80,Yes,59.8,0.4344,15,0
VP-0173,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Jul 2025,2025,7,Q3,92891.88,78,Yes,59.7,0.5236,8,1
VP-0174,V-TEC-05,Technology Vendor 05,Technology,West,Active,Jul 2025,2025,7,Q3,129078.38,81,Yes,79.5,0.1397,11,0
VP-0175,V-TEC-06,Technology Vendor 06,Technology,West,Active,Jul 2025,2025,7,Q3,96442.05,47,Yes,93.8,0.0392,5,0
VP-0214,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Aug 2025,2025,8,Q3,253737.69,42,Yes,82.3,0.1978,7,0
VP-0215,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Aug 2025,2025,8,Q3,93499.98,28,Yes,88.2,0.0749,3,0
VP-0216,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Aug 2025,2025,8,Q3,189401.84,21,Yes,71.0,0.3695,15,1
VP-0217,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Aug 2025,2025,8,Q3,191280.7,60,Yes,70.4,0.2922,12,0
VP-0218,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Aug 2025,2025,8,Q3,69687.72,82,Yes,56.2,0.3233,12,0
VP-0203,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Aug 2025,2025,8,Q3,113603.08,40,Yes,87.4,0.1695,4,0
VP-0204,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Aug 2025,2025,8,Q3,266789.34,52,No,89.2,0.0708,4,0
VP-0205,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Aug 2025,2025,8,Q3,108161.41,61,Yes,91.3,0.0807,5,0
VP-0206,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Aug 2025,2025,8,Q3,165475.68,69,Yes,75.6,0.2618,10,1
VP-0207,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Aug 2025,2025,8,Q3,215236.16,58,Yes,94.3,0.0348,14,0
VP-0208,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Aug 2025,2025,8,Q3,156726.34,42,Yes,62.3,0.5141,3,0
VP-0219,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Aug 2025,2025,8,Q3,85081.58,21,Yes,75.8,0.287,1,0
VP-0220,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Aug 2025,2025,8,Q3,147515.37,40,Yes,87.4,0.0746,6,0
VP-0221,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Aug 2025,2025,8,Q3,179128.54,49,Yes,79.0,0.296,12,0
VP-0222,V-PRO-04,Professional Services Vendor 04,Professional Services,North,Inactive,Aug 2025,2025,8,Q3,132859.91,48,Yes,84.4,0.1372,13,0
VP-0223,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Aug 2025,2025,8,Q3,170990.56,51,Yes,62.8,0.3932,2,1
VP-0224,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Aug 2025,2025,8,Q3,96995.85,31,Yes,66.1,0.2675,1,0
VP-0209,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Aug 2025,2025,8,Q3,163247.91,23,Yes,86.4,0.1759,9,0
VP-0210,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Aug 2025,2025,8,Q3,197493.5,29,Yes,59.3,0.4327,2,0
VP-0211,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Aug 2025,2025,8,Q3,133434.3,63,No,77.0,0.2253,12,0
VP-0212,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Aug 2025,2025,8,Q3,114904.73,10,Yes,64.1,0.4433,5,0
VP-0213,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Aug 2025,2025,8,Q3,124684.21,36,Yes,67.4,0.3158,5,0
VP-0198,V-TEC-01,Technology Vendor 01,Technology,South,Active,Aug 2025,2025,8,Q3,138644.25,43,Yes,93.1,0.0958,8,0
VP-0199,V-TEC-02,Technology Vendor 02,Technology,North,Active,Aug 2025,2025,8,Q3,111823.51,74,Yes,67.7,0.3614,4,1
VP-0200,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Aug 2025,2025,8,Q3,70116.35,81,No,60.8,0.4714,10,0
VP-0201,V-TEC-05,Technology Vendor 05,Technology,West,Active,Aug 2025,2025,8,Q3,144093.69,67,Yes,85.6,0.1568,6,0
VP-0202,V-TEC-06,Technology Vendor 06,Technology,West,Active,Aug 2025,2025,8,Q3,90051.46,41,Yes,92.5,0.0911,11,0
VP-0242,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Sep 2025,2025,9,Q3,50958.14,39,Yes,76.8,0.2424,2,1
VP-0243,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Sep 2025,2025,9,Q3,118609.29,42,Yes,98.5,0.0144,15,0
VP-0244,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Sep 2025,2025,9,Q3,137043.46,26,Yes,68.5,0.281,12,0
VP-0245,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Sep 2025,2025,9,Q3,59135.46,64,Yes,66.9,0.3192,8,0
VP-0246,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Sep 2025,2025,9,Q3,97025.94,74,No,55.9,0.4344,15,1
VP-0247,V-LOG-06,Logistics Vendor 06,Logistics,North,Inactive,Sep 2025,2025,9,Q3,125889.73,63,Yes,66.7,0.4761,4,0
VP-0230,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Sep 2025,2025,9,Q3,93642.93,38,Yes,93.7,0.066,15,0
VP-0231,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Sep 2025,2025,9,Q3,200430.05,35,Yes,83.9,0.1777,7,0
VP-0232,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Sep 2025,2025,9,Q3,129526.0,48,Yes,88.6,0.1686,4,0
VP-0233,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Sep 2025,2025,9,Q3,51597.25,60,Yes,78.3,0.3236,7,0
VP-0234,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Sep 2025,2025,9,Q3,165742.2,47,Yes,92.0,0.1038,8,0
VP-0235,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Sep 2025,2025,9,Q3,160197.34,40,Yes,69.4,0.2711,14,0
VP-0248,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Sep 2025,2025,9,Q3,87712.35,36,Yes,82.1,0.1005,6,0
VP-0249,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Sep 2025,2025,9,Q3,237271.03,33,Yes,89.1,0.1069,4,0
VP-0250,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Sep 2025,2025,9,Q3,180626.41,44,Yes,91.6,0.0891,14,0
VP-0251,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Sep 2025,2025,9,Q3,118863.72,35,Yes,64.1,0.3595,11,1
VP-0252,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Sep 2025,2025,9,Q3,151295.14,44,Yes,65.9,0.2285,1,2
VP-0236,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Sep 2025,2025,9,Q3,236179.89,29,Yes,82.4,0.1878,10,0
VP-0237,V-RAW-02,Raw Materials Vendor 02,Raw Materials,East,Inactive,Sep 2025,2025,9,Q3,196164.16,72,Yes,66.2,0.3697,1,0
VP-0238,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Sep 2025,2025,9,Q3,66474.57,37,Yes,69.2,0.3151,7,0
VP-0239,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Sep 2025,2025,9,Q3,100048.8,80,Yes,90.0,0.0901,3,0
VP-0240,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Sep 2025,2025,9,Q3,155322.31,10,Yes,67.7,0.2853,12,1
VP-0241,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Sep 2025,2025,9,Q3,109745.57,33,Yes,57.0,0.2762,14,1
VP-0225,V-TEC-01,Technology Vendor 01,Technology,South,Active,Sep 2025,2025,9,Q3,97433.98,38,Yes,98.3,0.0178,8,0
VP-0226,V-TEC-02,Technology Vendor 02,Technology,North,Active,Sep 2025,2025,9,Q3,131906.19,65,Yes,67.8,0.1854,13,0
VP-0227,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Sep 2025,2025,9,Q3,103932.69,88,Yes,69.9,0.2629,6,2
VP-0228,V-TEC-05,Technology Vendor 05,Technology,West,Active,Sep 2025,2025,9,Q3,68560.29,69,Yes,78.7,0.2796,7,0
VP-0229,V-TEC-06,Technology Vendor 06,Technology,West,Active,Sep 2025,2025,9,Q3,72590.37,50,Yes,84.5,0.1313,15,0
VP-0269,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Oct 2025,2025,10,Q4,105611.43,24,Yes,79.2,0.2379,15,0
VP-0270,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Oct 2025,2025,10,Q4,107658.57,26,Yes,100,0.0,9,0
VP-0271,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Oct 2025,2025,10,Q4,198067.58,46,Yes,64.1,0.2939,14,2
VP-0272,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Oct 2025,2025,10,Q4,155351.62,56,Yes,70.5,0.1594,7,1
VP-0273,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Oct 2025,2025,10,Q4,94625.6,80,No,56.9,0.262,15,1
VP-0274,V-LOG-06,Logistics Vendor 06,Logistics,North,Inactive,Oct 2025,2025,10,Q4,105053.08,45,Yes,58.3,0.5264,15,1
VP-0258,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Oct 2025,2025,10,Q4,92302.9,20,Yes,100,0.0,10,0
VP-0259,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Oct 2025,2025,10,Q4,123898.71,36,Yes,75.4,0.3082,6,0
VP-0260,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Oct 2025,2025,10,Q4,110940.89,50,Yes,95.1,0.0274,15,0
VP-0261,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Oct 2025,2025,10,Q4,139828.24,56,Yes,88.0,0.1717,5,0
VP-0262,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Oct 2025,2025,10,Q4,197383.84,70,Yes,87.9,0.1131,6,0
VP-0263,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Oct 2025,2025,10,Q4,84158.07,45,Yes,64.9,0.4513,11,1
VP-0275,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Oct 2025,2025,10,Q4,69274.66,25,Yes,69.5,0.4057,2,1
VP-0276,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Oct 2025,2025,10,Q4,155361.85,41,Yes,88.8,0.1452,8,0
VP-0277,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Oct 2025,2025,10,Q4,104628.85,58,Yes,87.1,0.1356,12,0
VP-0278,V-PRO-04,Professional Services Vendor 04,Professional Services,North,Inactive,Oct 2025,2025,10,Q4,113472.95,39,Yes,90.6,0.1239,9,0
VP-0279,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Oct 2025,2025,10,Q4,203481.76,51,Yes,73.7,0.3052,10,0
VP-0280,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Oct 2025,2025,10,Q4,117435.53,27,Yes,74.2,0.3816,1,0
VP-0264,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Oct 2025,2025,10,Q4,213051.56,46,Yes,82.5,0.1962,8,0
VP-0265,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Oct 2025,2025,10,Q4,127344.85,40,Yes,60.7,0.4564,15,1
VP-0266,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Oct 2025,2025,10,Q4,119874.32,76,No,82.4,0.2292,13,0
VP-0267,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Oct 2025,2025,10,Q4,172312.73,22,Yes,69.3,0.3425,14,1
VP-0268,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Oct 2025,2025,10,Q4,91316.63,47,Yes,62.4,0.2345,1,1
VP-0253,V-TEC-01,Technology Vendor 01,Technology,South,Active,Oct 2025,2025,10,Q4,262286.7,25,Yes,88.5,0.0758,5,0
VP-0254,V-TEC-02,Technology Vendor 02,Technology,North,Active,Oct 2025,2025,10,Q4,80555.77,78,No,61.0,0.5846,12,3
VP-0255,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Oct 2025,2025,10,Q4,86434.61,86,Yes,69.6,0.3705,12,0
VP-0256,V-TEC-05,Technology Vendor 05,Technology,West,Active,Oct 2025,2025,10,Q4,81845.03,76,Yes,94.2,0.0407,5,0
VP-0257,V-TEC-06,Technology Vendor 06,Technology,West,Active,Oct 2025,2025,10,Q4,106088.48,40,Yes,86.3,0.1233,13,0
VP-0298,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Nov 2025,2025,11,Q4,210700.16,35,Yes,85.0,0.199,6,0
VP-0299,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Nov 2025,2025,11,Q4,112823.35,44,Yes,98.9,0.0126,3,0
VP-0300,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Nov 2025,2025,11,Q4,69777.51,40,Yes,69.8,0.205,7,0
VP-0301,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Nov 2025,2025,11,Q4,181089.33,56,Yes,78.5,0.2656,11,0
VP-0302,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Nov 2025,2025,11,Q4,31440.49,57,Yes,70.0,0.41,4,0
VP-0286,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Nov 2025,2025,11,Q4,231256.91,39,Yes,94.2,0.0673,9,0
VP-0287,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Nov 2025,2025,11,Q4,261256.06,58,Yes,83.7,0.0833,7,0
VP-0288,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Nov 2025,2025,11,Q4,105093.48,43,Yes,86.3,0.1045,1,0
VP-0289,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Nov 2025,2025,11,Q4,194567.42,57,Yes,84.4,0.0792,11,0
VP-0290,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Nov 2025,2025,11,Q4,273321.27,71,Yes,99.2,0.0102,4,0
VP-0291,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Nov 2025,2025,11,Q4,135576.58,41,Yes,68.3,0.187,9,0
VP-0303,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Nov 2025,2025,11,Q4,100762.08,23,Yes,79.1,0.2365,9,0
VP-0304,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Nov 2025,2025,11,Q4,114212.89,40,Yes,98.3,0.0237,4,0
VP-0305,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Nov 2025,2025,11,Q4,53389.0,58,Yes,78.0,0.1181,7,0
VP-0306,V-PRO-04,Professional Services Vendor 04,Professional Services,North,Inactive,Nov 2025,2025,11,Q4,221784.36,24,Yes,94.5,0.059,11,0
VP-0307,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Nov 2025,2025,11,Q4,201959.19,58,Yes,68.6,0.2002,15,1
VP-0308,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Nov 2025,2025,11,Q4,68648.02,50,Yes,70.7,0.3258,3,0
VP-0292,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Nov 2025,2025,11,Q4,64159.32,43,Yes,82.9,0.1,8,0
VP-0293,V-RAW-02,Raw Materials Vendor 02,Raw Materials,East,Inactive,Nov 2025,2025,11,Q4,143324.12,75,Yes,79.5,0.2307,11,0
VP-0294,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Nov 2025,2025,11,Q4,220241.45,26,Yes,60.8,0.2965,14,2
VP-0295,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Nov 2025,2025,11,Q4,102013.83,65,Yes,77.1,0.3176,10,1
VP-0296,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Nov 2025,2025,11,Q4,149716.51,33,Yes,78.9,0.3097,2,1
VP-0297,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Nov 2025,2025,11,Q4,156454.58,29,Yes,56.8,0.6076,12,1
VP-0281,V-TEC-01,Technology Vendor 01,Technology,South,Active,Nov 2025,2025,11,Q4,255346.76,31,Yes,98.7,0.0101,8,0
VP-0282,V-TEC-02,Technology Vendor 02,Technology,North,Active,Nov 2025,2025,11,Q4,112684.3,68,Yes,62.6,0.4536,4,2
VP-0283,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Nov 2025,2025,11,Q4,89787.48,66,No,66.0,0.4698,12,0
VP-0284,V-TEC-05,Technology Vendor 05,Technology,West,Active,Nov 2025,2025,11,Q4,154297.95,74,Yes,81.8,0.1813,9,0
VP-0285,V-TEC-06,Technology Vendor 06,Technology,West,Active,Nov 2025,2025,11,Q4,69754.34,49,Yes,89.8,0.1443,11,0
VP-0326,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Dec 2025,2025,12,Q4,132108.64,41,Yes,83.9,0.1239,9,0
VP-0327,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Dec 2025,2025,12,Q4,94375.33,47,Yes,99.3,0.0052,15,0
VP-0328,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Dec 2025,2025,12,Q4,172452.03,39,Yes,71.9,0.4177,8,1
VP-0329,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Dec 2025,2025,12,Q4,67484.43,42,Yes,80.5,0.1411,5,0
VP-0330,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Dec 2025,2025,12,Q4,33429.21,78,Yes,55.1,0.403,7,1
VP-0331,V-LOG-06,Logistics Vendor 06,Logistics,North,Inactive,Dec 2025,2025,12,Q4,74366.76,69,Yes,67.7,0.2358,2,2
VP-0314,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Dec 2025,2025,12,Q4,102806.07,30,Yes,93.5,0.0882,7,0
VP-0315,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Dec 2025,2025,12,Q4,269305.61,53,Yes,87.7,0.1742,12,0
VP-0316,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Dec 2025,2025,12,Q4,84183.65,64,Yes,89.9,0.1011,15,0
VP-0317,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Dec 2025,2025,12,Q4,196163.63,52,Yes,83.7,0.101,3,0
VP-0318,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Dec 2025,2025,12,Q4,95024.06,72,No,95.5,0.0578,15,0
VP-0319,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Dec 2025,2025,12,Q4,86615.59,33,Yes,70.5,0.3715,13,1
VP-0332,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Dec 2025,2025,12,Q4,87170.72,38,Yes,71.8,0.3518,12,1
VP-0333,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Dec 2025,2025,12,Q4,102478.42,44,Yes,93.3,0.0543,3,0
VP-0334,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Dec 2025,2025,12,Q4,183878.98,49,Yes,82.1,0.2092,2,0
VP-0335,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Dec 2025,2025,12,Q4,146429.27,58,Yes,65.2,0.413,10,0
VP-0336,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Dec 2025,2025,12,Q4,153332.19,30,Yes,60.0,0.2725,11,0
VP-0320,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Dec 2025,2025,12,Q4,221734.24,21,Yes,90.9,0.1286,6,0
VP-0321,V-RAW-02,Raw Materials Vendor 02,Raw Materials,East,Inactive,Dec 2025,2025,12,Q4,159386.88,55,Yes,66.5,0.3941,1,0
VP-0322,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Dec 2025,2025,12,Q4,67384.44,37,Yes,66.5,0.2203,9,0
VP-0323,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Dec 2025,2025,12,Q4,154118.68,61,Yes,88.0,0.1209,11,0
VP-0324,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Dec 2025,2025,12,Q4,92806.16,20,Yes,69.1,0.2437,1,1
VP-0325,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Dec 2025,2025,12,Q4,131714.57,42,Yes,56.0,0.4601,7,0
VP-0309,V-TEC-01,Technology Vendor 01,Technology,South,Active,Dec 2025,2025,12,Q4,49809.02,40,Yes,87.4,0.0655,11,0
VP-0310,V-TEC-02,Technology Vendor 02,Technology,North,Active,Dec 2025,2025,12,Q4,120569.39,88,No,63.6,0.1863,11,0
VP-0311,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Dec 2025,2025,12,Q4,96766.64,64,No,67.5,0.1959,13,0
VP-0312,V-TEC-05,Technology Vendor 05,Technology,West,Active,Dec 2025,2025,12,Q4,202878.91,76,Yes,81.6,0.1721,8,0
VP-0313,V-TEC-06,Technology Vendor 06,Technology,West,Active,Dec 2025,2025,12,Q4,78174.77,44,Yes,94.5,0.0597,1,0
VP-0353,V-LOG-01,Logistics Vendor 01,Logistics,West,Active,Jan 2026,2026,1,Q1,161198.8,23,Yes,83.3,0.2155,10,0
VP-0354,V-LOG-02,Logistics Vendor 02,Logistics,North,Active,Jan 2026,2026,1,Q1,96343.89,31,Yes,100,0.0,4,0
VP-0355,V-LOG-03,Logistics Vendor 03,Logistics,North,Active,Jan 2026,2026,1,Q1,164606.16,49,Yes,74.3,0.3634,13,0
VP-0356,V-LOG-04,Logistics Vendor 04,Logistics,South,Active,Jan 2026,2026,1,Q1,47992.28,64,No,80.3,0.1007,1,0
VP-0357,V-LOG-05,Logistics Vendor 05,Logistics,North,Probation,Jan 2026,2026,1,Q1,76353.45,66,Yes,65.6,0.3162,13,1
VP-0358,V-LOG-06,Logistics Vendor 06,Logistics,North,Inactive,Jan 2026,2026,1,Q1,169294.11,58,Yes,59.7,0.4894,13,1
VP-0342,V-OFF-01,Office Supplies Vendor 01,Office Supplies,East,Active,Jan 2026,2026,1,Q1,139643.76,29,Yes,90.2,0.1437,8,0
VP-0343,V-OFF-02,Office Supplies Vendor 02,Office Supplies,West,Active,Jan 2026,2026,1,Q1,232234.03,39,Yes,77.7,0.2093,2,1
VP-0344,V-OFF-03,Office Supplies Vendor 03,Office Supplies,North,Active,Jan 2026,2026,1,Q1,143996.5,52,Yes,88.7,0.1051,8,0
VP-0345,V-OFF-04,Office Supplies Vendor 04,Office Supplies,Central,Active,Jan 2026,2026,1,Q1,209320.37,52,Yes,79.0,0.1566,4,0
VP-0346,V-OFF-05,Office Supplies Vendor 05,Office Supplies,South,Active,Jan 2026,2026,1,Q1,214226.26,67,No,87.8,0.0966,11,0
VP-0347,V-OFF-06,Office Supplies Vendor 06,Office Supplies,Central,Active,Jan 2026,2026,1,Q1,137321.08,38,Yes,72.4,0.1908,2,1
VP-0359,V-PRO-01,Professional Services Vendor 01,Professional Services,South,Probation,Jan 2026,2026,1,Q1,89491.39,33,Yes,80.1,0.1626,3,0
VP-0360,V-PRO-02,Professional Services Vendor 02,Professional Services,South,Active,Jan 2026,2026,1,Q1,137384.89,61,No,88.0,0.0858,6,0
VP-0361,V-PRO-03,Professional Services Vendor 03,Professional Services,Central,Active,Jan 2026,2026,1,Q1,87077.77,44,Yes,80.4,0.2614,11,0
VP-0362,V-PRO-04,Professional Services Vendor 04,Professional Services,North,Inactive,Jan 2026,2026,1,Q1,211243.57,44,Yes,90.2,0.0869,8,0
VP-0363,V-PRO-05,Professional Services Vendor 05,Professional Services,North,Probation,Jan 2026,2026,1,Q1,162726.13,57,Yes,64.3,0.351,10,1
VP-0364,V-PRO-06,Professional Services Vendor 06,Professional Services,North,Active,Jan 2026,2026,1,Q1,78557.3,34,Yes,69.1,0.2234,4,0
VP-0348,V-RAW-01,Raw Materials Vendor 01,Raw Materials,South,Active,Jan 2026,2026,1,Q1,221970.11,32,Yes,89.1,0.1474,13,0
VP-0349,V-RAW-03,Raw Materials Vendor 03,Raw Materials,Central,Probation,Jan 2026,2026,1,Q1,98872.05,21,Yes,59.3,0.4249,9,0
VP-0350,V-RAW-04,Raw Materials Vendor 04,Raw Materials,East,Probation,Jan 2026,2026,1,Q1,133087.21,76,Yes,76.7,0.1317,7,0
VP-0351,V-RAW-05,Raw Materials Vendor 05,Raw Materials,Central,Active,Jan 2026,2026,1,Q1,138902.18,18,No,79.5,0.1144,12,0
VP-0352,V-RAW-06,Raw Materials Vendor 06,Raw Materials,South,Active,Jan 2026,2026,1,Q1,112081.92,55,Yes,55.0,0.4112,2,1
VP-0337,V-TEC-01,Technology Vendor 01,Technology,South,Active,Jan 2026,2026,1,Q1,104022.01,39,Yes,97.8,0.0283,1,0
VP-0338,V-TEC-02,Technology Vendor 02,Technology,North,Active,Jan 2026,2026,1,Q1,91791.68,86,No,61.7,0.4689,1,1
VP-0339,V-TEC-04,Technology Vendor 04,Technology,West,Probation,Jan 2026,2026,1,Q1,106530.3,70,No,73.1,0.3752,5,0
