invoice_id,customer_name,customer_segment,invoice_date,due_date,invoice_amount,paid_amount,outstanding_balance,days_overdue,aging_bucket,status,region,sales_rep
INV-0208,BlueStar Ltd,Corporate,2025-03-05,2025-03-20,25475.18,25475.18,0.0,0,Current,Paid,West,Carlos Perez
INV-0209,Harbor Goods,SMB,2025-01-17,2025-02-16,18512.95,0.0,18512.95,105,90+,Overdue,West,Andres Gomez
INV-0210,MegaBuy SA,Retail,2024-12-09,2024-12-24,39566.73,0.0,39566.73,159,90+,Overdue,West,Diego Herrera
INV-0211,CityRetail SA,Retail,2025-01-09,2025-03-10,14565.28,0.0,14565.28,83,61-90,Overdue,East,Carlos Perez
INV-0212,Vertex Supply,SMB,2025-03-07,2025-03-22,29345.61,29345.61,0.0,0,Current,Paid,Central,Ana Torres
INV-0213,Luminary Corp,Corporate,2025-04-28,2025-05-13,15824.3,10978.05,4846.25,19,1-30,Partial,East,Valentina Cruz
INV-0214,Apex Retail,Retail,2024-12-17,2025-02-15,25670.18,25670.18,0.0,0,Current,Paid,South,Carlos Perez
INV-0215,JetLine Inc,Retail,2025-03-05,2025-05-04,10004.26,0.0,10004.26,28,1-30,Overdue,South,Luis Mendez
INV-0216,Eagle Trading,SMB,2025-05-06,2025-05-21,33265.5,0.0,33265.5,11,1-30,Overdue,North,Sofia Ruiz
INV-0217,TechWorld Inc,Corporate,2025-04-22,2025-05-22,9451.88,0.0,9451.88,10,1-30,Overdue,South,Valentina Cruz
INV-0218,TechWorld Inc,Corporate,2025-05-20,2025-07-19,18532.82,0.0,18532.82,0,Current,Current,South,Andres Gomez
INV-0219,XcelBuy SA,Retail,2024-12-26,2025-02-09,37743.36,0.0,37743.36,112,90+,Overdue,South,Andres Gomez
INV-0220,Harbor Goods,SMB,2025-03-13,2025-05-12,45246.73,45246.73,0.0,0,Current,Paid,Central,Luis Mendez
INV-0221,Vertex Supply,SMB,2025-02-02,2025-03-19,39017.14,16152.93,22864.21,74,61-90,Partial,Central,Andres Gomez
INV-0222,FastMart Inc,Retail,2025-03-28,2025-04-12,32238.36,0.0,32238.36,50,31-60,Overdue,South,Ana Torres
INV-0223,RedLine Corp,Corporate,2025-03-20,2025-04-04,38274.28,38274.28,0.0,0,Current,Paid,North,Carlos Perez
INV-0224,Crest Corp,Corporate,2025-02-09,2025-02-24,47347.46,47347.46,0.0,0,Current,Paid,Central,Ana Torres
INV-0225,Omega Retail,Retail,2025-02-14,2025-03-01,20124.47,7840.99,12283.48,92,90+,Partial,East,Maria Lopez
INV-0226,CityRetail SA,Retail,2025-05-24,2025-07-08,46575.88,0.0,46575.88,0,Current,Current,East,Luis Mendez
INV-0227,Apex Retail,Retail,2025-04-26,2025-05-11,14700.53,0.0,14700.53,21,1-30,Overdue,East,Ana Torres
INV-0228,WaveCo Corp,Corporate,2025-02-06,2025-02-21,45339.95,45339.95,0.0,0,Current,Paid,South,Andres Gomez
INV-0229,Global Parts Co,Corporate,2025-05-03,2025-06-17,12263.19,0.0,12263.19,0,Current,Current,South,Valentina Cruz
INV-0230,Delta Supplies,SMB,2025-02-13,2025-04-14,3608.95,0.0,3608.95,48,31-60,Overdue,North,Luis Mendez
INV-0231,PrimeParts Co,SMB,2024-12-21,2025-01-20,36067.94,36067.94,0.0,0,Current,Paid,Central,Maria Lopez
INV-0232,Acme Corp,Corporate,2025-03-31,2025-05-30,9772.04,0.0,9772.04,2,1-30,Overdue,Central,Diego Herrera
INV-0233,QualityGoods,Retail,2025-01-17,2025-02-01,19827.46,11435.55,8391.91,120,90+,Partial,East,Carlos Perez
INV-0234,Luminary Corp,Corporate,2025-03-01,2025-03-16,17567.72,0.0,17567.72,77,61-90,Overdue,East,Maria Lopez
INV-0235,UniMart Ltd,Retail,2025-04-27,2025-05-12,17938.8,10442.12,7496.68,20,1-30,Partial,North,Diego Herrera
INV-0236,Apex Retail,Retail,2024-12-21,2025-01-20,40669.14,40669.14,0.0,0,Current,Paid,West,Andres Gomez
INV-0237,YieldTech,SMB,2025-03-17,2025-04-16,2668.41,2668.41,0.0,0,Current,Paid,West,Maria Lopez
INV-0238,BlueStar Ltd,Corporate,2025-01-20,2025-03-21,49461.57,14343.13,35118.44,72,61-90,Partial,East,Sofia Ruiz
INV-0239,YieldTech,SMB,2025-03-01,2025-03-16,43357.01,8383.35,34973.66,77,61-90,Partial,South,Sofia Ruiz
INV-0240,Luminary Corp,Corporate,2025-02-08,2025-04-09,17282.31,17282.31,0.0,0,Current,Paid,West,Valentina Cruz
INV-0241,WaveCo Corp,Corporate,2025-01-19,2025-03-05,40156.83,0.0,40156.83,88,61-90,Overdue,West,Diego Herrera
INV-0242,CityRetail SA,Retail,2025-01-12,2025-02-26,16399.97,16399.97,0.0,0,Current,Paid,West,Ana Torres
INV-0243,Vertex Supply,SMB,2025-02-06,2025-04-07,8748.92,3808.82,4940.1,55,31-60,Partial,East,Sofia Ruiz
INV-0244,XcelBuy SA,Retail,2025-03-22,2025-04-06,4214.54,0.0,4214.54,56,31-60,Overdue,East,Valentina Cruz
INV-0245,Luminary Corp,Corporate,2025-05-24,2025-06-23,42509.13,0.0,42509.13,0,Current,Current,Central,Ana Torres
INV-0246,Vertex Supply,SMB,2025-04-29,2025-05-14,12181.77,0.0,12181.77,18,1-30,Overdue,West,Maria Lopez
INV-0247,Luminary Corp,Corporate,2024-12-28,2025-01-27,34113.57,0.0,34113.57,125,90+,Overdue,West,Maria Lopez
INV-0248,Luminary Corp,Corporate,2025-01-05,2025-02-04,26708.26,15682.3,11025.96,117,90+,Partial,West,Carlos Perez
INV-0249,Harbor Goods,SMB,2025-04-14,2025-06-13,26128.39,0.0,26128.39,0,Current,Current,North,Maria Lopez
INV-0250,DynaBuy Inc,Retail,2025-03-25,2025-05-09,35349.87,35349.87,0.0,0,Current,Paid,Central,Carlos Perez
INV-0251,TechWorld Inc,Corporate,2025-04-10,2025-04-25,7218.56,7218.56,0.0,0,Current,Paid,East,Andres Gomez
INV-0252,FastMart Inc,Retail,2024-12-08,2025-01-22,33558.07,0.0,33558.07,130,90+,Overdue,West,Carlos Perez
INV-0253,RedLine Corp,Corporate,2025-03-16,2025-04-15,35734.55,0.0,35734.55,47,31-60,Overdue,Central,Sofia Ruiz
INV-0254,UniMart Ltd,Retail,2025-01-21,2025-02-20,6507.44,6507.44,0.0,0,Current,Paid,South,Diego Herrera
INV-0255,Eagle Trading,SMB,2025-05-25,2025-07-09,27924.06,0.0,27924.06,0,Current,Current,South,Andres Gomez
INV-0256,Luminary Corp,Corporate,2024-12-26,2025-01-10,3754.53,2394.26,1360.27,142,90+,Partial,West,Ana Torres
INV-0257,PrimeParts Co,SMB,2025-02-16,2025-03-03,6703.68,1043.25,5660.43,90,61-90,Partial,Central,Valentina Cruz
INV-0258,Omega Retail,Retail,2025-04-29,2025-05-29,38505.19,38505.19,0.0,0,Current,Paid,Central,Diego Herrera
INV-0259,QualityGoods,Retail,2025-01-19,2025-02-18,15554.16,15554.16,0.0,0,Current,Paid,North,Carlos Perez
INV-0260,DynaBuy Inc,Retail,2025-01-19,2025-03-05,42373.72,42373.72,0.0,0,Current,Paid,South,Diego Herrera
INV-0261,UniMart Ltd,Retail,2025-04-29,2025-06-13,30914.2,0.0,30914.2,0,Current,Current,Central,Sofia Ruiz
INV-0262,CityRetail SA,Retail,2024-12-31,2025-01-30,8974.43,0.0,8974.43,122,90+,Overdue,Central,Ana Torres
INV-0263,Crest Corp,Corporate,2025-01-07,2025-01-22,41349.2,41349.2,0.0,0,Current,Paid,Central,Diego Herrera
INV-0264,BlueStar Ltd,Corporate,2024-12-16,2025-01-15,38464.47,22280.29,16184.18,137,90+,Partial,Central,Sofia Ruiz
INV-0265,PrimeParts Co,SMB,2024-12-18,2025-02-01,24405.77,0.0,24405.77,120,90+,Overdue,Central,Sofia Ruiz
INV-0266,Vertex Supply,SMB,2025-02-04,2025-02-19,34586.37,34586.37,0.0,0,Current,Paid,West,Sofia Ruiz
INV-0267,NovaTech Ltd,Corporate,2025-04-09,2025-05-24,30529.68,19501.51,11028.17,8,1-30,Partial,West,Andres Gomez
INV-0268,XcelBuy SA,Retail,2025-04-28,2025-06-12,25991.52,0.0,25991.52,0,Current,Current,East,Valentina Cruz
INV-0269,Delta Supplies,SMB,2025-02-01,2025-02-16,13739.85,13739.85,0.0,0,Current,Paid,East,Luis Mendez
INV-0270,Delta Supplies,SMB,2025-02-22,2025-04-23,12789.38,0.0,12789.38,39,31-60,Overdue,North,Sofia Ruiz
INV-0271,FastMart Inc,Retail,2025-04-13,2025-05-13,25164.14,11929.56,13234.58,19,1-30,Partial,East,Diego Herrera
INV-0272,JetLine Inc,Retail,2025-05-08,2025-07-07,25519.5,0.0,25519.5,0,Current,Current,West,Maria Lopez
INV-0273,Harbor Goods,SMB,2025-05-19,2025-06-03,14427.14,0.0,14427.14,0,Current,Current,South,Diego Herrera
INV-0274,TechWorld Inc,Corporate,2025-01-14,2025-01-29,42435.03,32328.78,10106.25,123,90+,Partial,West,Sofia Ruiz
INV-0275,XcelBuy SA,Retail,2025-02-27,2025-03-14,20328.79,0.0,20328.79,79,61-90,Overdue,East,Valentina Cruz
INV-0276,Global Parts Co,Corporate,2025-05-13,2025-07-12,25460.65,0.0,25460.65,0,Current,Current,East,Sofia Ruiz
INV-0277,YieldTech,SMB,2024-12-23,2025-01-07,6868.84,6868.84,0.0,0,Current,Paid,Central,Sofia Ruiz
INV-0278,Luminary Corp,Corporate,2025-04-25,2025-05-25,30321.92,3947.65,26374.27,7,1-30,Partial,East,Diego Herrera
INV-0279,BlueStar Ltd,Corporate,2025-01-30,2025-03-31,7872.56,0.0,7872.56,62,61-90,Overdue,South,Diego Herrera
INV-0280,Eagle Trading,SMB,2025-04-20,2025-06-19,49535.48,0.0,49535.48,0,Current,Current,East,Diego Herrera
INV-0281,XcelBuy SA,Retail,2025-01-22,2025-03-23,35582.62,35582.62,0.0,0,Current,Paid,East,Diego Herrera
INV-0282,Apex Retail,Retail,2025-03-08,2025-03-23,49004.95,0.0,49004.95,70,61-90,Overdue,North,Diego Herrera
INV-0283,Zenith Corp,Corporate,2025-03-25,2025-04-24,36209.31,0.0,36209.31,38,31-60,Overdue,North,Andres Gomez
INV-0284,FastMart Inc,Retail,2025-04-24,2025-05-24,2062.74,0.0,2062.74,8,1-30,Overdue,Central,Valentina Cruz
INV-0285,Delta Supplies,SMB,2025-02-08,2025-03-25,21229.62,5369.37,15860.25,68,61-90,Partial,South,Maria Lopez
INV-0286,QualityGoods,Retail,2025-05-16,2025-06-15,26174.82,0.0,26174.82,0,Current,Current,Central,Andres Gomez
INV-0287,RedLine Corp,Corporate,2025-01-17,2025-03-18,16030.75,16030.75,0.0,0,Current,Paid,East,Andres Gomez
INV-0288,DynaBuy Inc,Retail,2025-01-12,2025-02-26,33955.49,0.0,33955.49,95,90+,Overdue,Central,Diego Herrera
INV-0289,Vertex Supply,SMB,2025-04-12,2025-05-12,14310.82,14310.82,0.0,0,Current,Paid,East,Andres Gomez
INV-0290,JetLine Inc,Retail,2024-12-06,2025-02-04,16193.52,12959.27,3234.25,117,90+,Partial,East,Luis Mendez
INV-0291,Zenith Corp,Corporate,2025-04-30,2025-06-29,44840.14,0.0,44840.14,0,Current,Current,East,Sofia Ruiz
INV-0292,MegaBuy SA,Retail,2025-03-18,2025-04-02,14737.7,0.0,14737.7,60,31-60,Overdue,East,Ana Torres
INV-0293,Luminary Corp,Corporate,2025-01-29,2025-02-28,10502.37,8399.46,2102.91,93,90+,Partial,West,Sofia Ruiz
INV-0294,WaveCo Corp,Corporate,2025-05-04,2025-06-03,12501.67,0.0,12501.67,0,Current,Current,East,Ana Torres
INV-0295,Vertex Supply,SMB,2024-12-19,2025-01-18,3098.31,1976.78,1121.53,134,90+,Partial,Central,Luis Mendez
INV-0296,Delta Supplies,SMB,2025-01-11,2025-02-10,20641.92,0.0,20641.92,111,90+,Overdue,South,Maria Lopez
INV-0297,Crest Corp,Corporate,2024-12-16,2025-01-15,37917.6,37917.6,0.0,0,Current,Paid,West,Andres Gomez
INV-0298,JetLine Inc,Retail,2024-12-16,2025-01-15,26990.04,0.0,26990.04,137,90+,Overdue,North,Carlos Perez
INV-0299,DynaBuy Inc,Retail,2025-02-14,2025-03-16,46729.17,46729.17,0.0,0,Current,Paid,North,Ana Torres
INV-0300,Apex Retail,Retail,2025-04-14,2025-05-29,43898.79,43898.79,0.0,0,Current,Paid,West,Andres Gomez
INV-0301,SkyLink SA,SMB,2025-03-07,2025-04-21,22990.28,0.0,22990.28,41,31-60,Overdue,Central,Carlos Perez
INV-0302,QualityGoods,Retail,2025-01-22,2025-03-23,14005.44,0.0,14005.44,70,61-90,Overdue,West,Ana Torres
INV-0303,KeyStone LLC,SMB,2024-12-17,2025-01-31,36070.61,36070.61,0.0,0,Current,Paid,South,Andres Gomez
INV-0304,KeyStone LLC,SMB,2025-04-17,2025-06-16,41436.0,0.0,41436.0,0,Current,Current,East,Luis Mendez
INV-0305,QualityGoods,Retail,2025-02-18,2025-03-05,9646.67,9646.67,0.0,0,Current,Paid,East,Carlos Perez
INV-0306,KeyStone LLC,SMB,2025-03-26,2025-05-25,12158.3,0.0,12158.3,7,1-30,Overdue,South,Maria Lopez
INV-0307,KeyStone LLC,SMB,2025-03-26,2025-05-10,34792.05,34792.05,0.0,0,Current,Paid,East,Maria Lopez
INV-0308,Delta Supplies,SMB,2025-04-21,2025-06-20,34460.64,0.0,34460.64,0,Current,Current,West,Sofia Ruiz
INV-0309,DynaBuy Inc,Retail,2024-12-19,2025-02-02,18693.42,18693.42,0.0,0,Current,Paid,East,Carlos Perez
INV-0310,Eagle Trading,SMB,2025-02-04,2025-03-21,21084.36,9553.77,11530.59,72,61-90,Partial,West,Ana Torres
INV-0311,RedLine Corp,Corporate,2024-12-08,2024-12-23,26512.58,9845.15,16667.43,160,90+,Partial,South,Luis Mendez
INV-0312,DynaBuy Inc,Retail,2025-05-16,2025-06-15,28848.73,0.0,28848.73,0,Current,Current,Central,Carlos Perez
INV-0313,Eagle Trading,SMB,2025-01-18,2025-03-19,6253.88,6253.88,0.0,0,Current,Paid,South,Diego Herrera
INV-0314,SkyLink SA,SMB,2025-01-21,2025-03-22,40530.26,19654.58,20875.68,71,61-90,Partial,West,Carlos Perez
INV-0315,Omega Retail,Retail,2025-01-08,2025-03-09,33802.0,3932.11,29869.89,84,61-90,Partial,Central,Maria Lopez
INV-0316,Intex Solutions,Corporate,2025-01-03,2025-01-18,2741.85,405.3,2336.55,134,90+,Partial,North,Luis Mendez
INV-0317,BlueStar Ltd,Corporate,2025-05-23,2025-07-07,20738.91,0.0,20738.91,0,Current,Current,North,Andres Gomez
INV-0318,YieldTech,SMB,2025-02-25,2025-04-26,22702.59,0.0,22702.59,36,31-60,Overdue,South,Valentina Cruz
INV-0319,MegaBuy SA,Retail,2024-12-08,2025-01-07,32849.94,7682.13,25167.81,145,90+,Partial,West,Carlos Perez
INV-0320,RedLine Corp,Corporate,2025-04-04,2025-04-19,37930.88,0.0,37930.88,43,31-60,Overdue,West,Ana Torres
INV-0321,Omega Retail,Retail,2025-01-15,2025-03-16,41256.34,41256.34,0.0,0,Current,Paid,Central,Valentina Cruz
INV-0322,Luminary Corp,Corporate,2025-04-13,2025-04-28,2094.76,0.0,2094.76,34,31-60,Overdue,South,Sofia Ruiz
INV-0323,TechWorld Inc,Corporate,2025-04-09,2025-04-24,5494.39,5494.39,0.0,0,Current,Paid,North,Luis Mendez
INV-0324,TechWorld Inc,Corporate,2025-05-20,2025-07-19,22228.66,0.0,22228.66,0,Current,Current,North,Luis Mendez
INV-0325,RedLine Corp,Corporate,2025-04-26,2025-06-10,12091.0,0.0,12091.0,0,Current,Current,South,Maria Lopez
INV-0326,DynaBuy Inc,Retail,2025-01-04,2025-02-18,12226.75,0.0,12226.75,103,90+,Overdue,Central,Diego Herrera
INV-0327,Vertex Supply,SMB,2025-02-15,2025-04-01,14120.12,0.0,14120.12,61,61-90,Overdue,Central,Luis Mendez
INV-0328,SkyLink SA,SMB,2025-01-09,2025-03-10,2820.76,1643.06,1177.7,83,61-90,Partial,South,Valentina Cruz
INV-0329,MegaBuy SA,Retail,2024-12-04,2025-02-02,20708.83,20708.83,0.0,0,Current,Paid,Central,Diego Herrera
INV-0330,FastMart Inc,Retail,2025-03-31,2025-04-30,15386.45,0.0,15386.45,32,31-60,Overdue,Central,Andres Gomez
INV-0331,Zenith Corp,Corporate,2025-01-08,2025-03-09,48405.42,0.0,48405.42,84,61-90,Overdue,West,Maria Lopez
INV-0332,Eagle Trading,SMB,2025-03-27,2025-04-26,16848.02,16848.02,0.0,0,Current,Paid,West,Luis Mendez
INV-0333,Omega Retail,Retail,2025-01-14,2025-02-13,3051.06,1689.45,1361.61,108,90+,Partial,East,Carlos Perez
INV-0334,BlueStar Ltd,Corporate,2025-01-01,2025-01-31,24230.01,0.0,24230.01,121,90+,Overdue,North,Luis Mendez
INV-0335,KeyStone LLC,SMB,2025-04-07,2025-05-07,48122.84,48122.84,0.0,0,Current,Paid,East,Maria Lopez
INV-0336,YieldTech,SMB,2024-12-04,2025-01-03,20133.29,20133.29,0.0,0,Current,Paid,West,Luis Mendez
INV-0337,KeyStone LLC,SMB,2025-02-01,2025-03-18,15766.9,12016.1,3750.8,75,61-90,Partial,East,Valentina Cruz
INV-0338,Omega Retail,Retail,2025-03-11,2025-04-10,18849.89,9837.64,9012.25,52,31-60,Partial,North,Andres Gomez
INV-0339,Harbor Goods,SMB,2025-03-26,2025-05-25,15112.02,15112.02,0.0,0,Current,Paid,South,Maria Lopez
INV-0340,Harbor Goods,SMB,2025-01-24,2025-03-10,13237.67,0.0,13237.67,83,61-90,Overdue,West,Luis Mendez
INV-0341,XcelBuy SA,Retail,2025-04-18,2025-06-02,8878.65,0.0,8878.65,0,Current,Current,West,Andres Gomez
INV-0342,XcelBuy SA,Retail,2025-04-14,2025-04-29,26435.25,0.0,26435.25,33,31-60,Overdue,Central,Andres Gomez
INV-0343,CityRetail SA,Retail,2025-02-15,2025-03-17,42205.96,42205.96,0.0,0,Current,Paid,North,Maria Lopez
INV-0344,WaveCo Corp,Corporate,2025-04-06,2025-06-05,18973.43,0.0,18973.43,0,Current,Current,South,Maria Lopez
INV-0345,TechWorld Inc,Corporate,2024-12-14,2025-02-12,1278.72,522.36,756.36,109,90+,Partial,Central,Andres Gomez
INV-0346,Acme Corp,Corporate,2025-01-14,2025-02-28,1348.56,0.0,1348.56,93,90+,Overdue,Central,Sofia Ruiz
INV-0347,Vertex Supply,SMB,2025-05-04,2025-05-19,26457.08,26457.08,0.0,0,Current,Paid,West,Ana Torres
INV-0348,TechWorld Inc,Corporate,2025-03-02,2025-04-16,39849.35,39849.35,0.0,0,Current,Paid,Central,Sofia Ruiz
INV-0349,MegaBuy SA,Retail,2024-12-04,2025-01-03,15348.74,0.0,15348.74,149,90+,Overdue,West,Luis Mendez
INV-0350,CityRetail SA,Retail,2025-02-17,2025-04-18,19169.89,11071.78,8098.11,44,31-60,Partial,North,Carlos Perez
INV-0351,WaveCo Corp,Corporate,2025-01-24,2025-03-25,32422.91,27008.18,5414.73,68,61-90,Partial,South,Carlos Perez
INV-0352,Delta Supplies,SMB,2025-04-03,2025-05-03,45113.01,0.0,45113.01,29,1-30,Overdue,Central,Maria Lopez
INV-0353,SkyLink SA,SMB,2025-05-20,2025-06-04,34379.22,0.0,34379.22,0,Current,Current,West,Sofia Ruiz
INV-0354,Intex Solutions,Corporate,2025-04-16,2025-05-31,1275.08,1275.08,0.0,0,Current,Paid,Central,Maria Lopez
INV-0355,Eagle Trading,SMB,2025-03-16,2025-04-15,28415.93,0.0,28415.93,47,31-60,Overdue,West,Carlos Perez
INV-0356,Bravo Trading,SMB,2025-02-22,2025-03-24,39629.66,0.0,39629.66,69,61-90,Overdue,West,Diego Herrera
INV-0357,CityRetail SA,Retail,2025-05-18,2025-06-02,22135.87,0.0,22135.87,0,Current,Current,Central,Diego Herrera
INV-0358,Apex Retail,Retail,2024-12-28,2025-02-26,48461.57,27894.1,20567.47,95,90+,Partial,North,Diego Herrera
INV-0359,Zenith Corp,Corporate,2025-04-03,2025-05-18,27875.37,6670.67,21204.7,14,1-30,Partial,West,Andres Gomez
INV-0360,SkyLink SA,SMB,2024-12-24,2025-02-07,40003.73,0.0,40003.73,114,90+,Overdue,West,Carlos Perez
INV-0361,CityRetail SA,Retail,2025-02-23,2025-03-25,37112.94,6677.11,30435.83,68,61-90,Partial,East,Ana Torres
INV-0362,Acme Corp,Corporate,2025-02-28,2025-04-14,5560.45,5560.45,0.0,0,Current,Paid,East,Andres Gomez
INV-0363,NovaTech Ltd,Corporate,2025-05-05,2025-05-20,4936.13,0.0,4936.13,12,1-30,Overdue,West,Valentina Cruz
INV-0364,TechWorld Inc,Corporate,2025-02-22,2025-03-09,14946.44,2444.11,12502.33,84,61-90,Partial,Central,Diego Herrera
INV-0365,Crest Corp,Corporate,2025-01-05,2025-02-04,34423.14,34423.14,0.0,0,Current,Paid,Central,Luis Mendez
INV-0366,Intex Solutions,Corporate,2025-01-25,2025-02-24,3631.72,1510.17,2121.55,97,90+,Partial,East,Sofia Ruiz
INV-0367,PrimeParts Co,SMB,2025-03-28,2025-04-27,36184.52,20353.85,15830.67,35,31-60,Partial,North,Diego Herrera
INV-0368,Omega Retail,Retail,2025-03-15,2025-03-30,47466.76,26825.56,20641.2,63,61-90,Partial,North,Ana Torres
INV-0369,Zenith Corp,Corporate,2025-03-07,2025-05-06,40866.04,0.0,40866.04,26,1-30,Overdue,East,Andres Gomez
INV-0370,TechWorld Inc,Corporate,2025-03-10,2025-04-09,24210.98,24210.98,0.0,0,Current,Paid,South,Sofia Ruiz
INV-0371,MegaBuy SA,Retail,2024-12-05,2025-02-03,48404.27,0.0,48404.27,118,90+,Overdue,East,Sofia Ruiz
INV-0372,KeyStone LLC,SMB,2025-02-20,2025-04-06,6137.45,0.0,6137.45,56,31-60,Overdue,West,Sofia Ruiz
INV-0373,SkyLink SA,SMB,2024-12-08,2024-12-23,47673.73,30095.25,17578.48,160,90+,Partial,Central,Ana Torres
INV-0374,Omega Retail,Retail,2025-02-16,2025-04-17,7389.37,2139.31,5250.06,45,31-60,Partial,East,Carlos Perez
INV-0375,Eagle Trading,SMB,2025-05-13,2025-07-12,49539.68,0.0,49539.68,0,Current,Current,West,Valentina Cruz
INV-0376,PrimeParts Co,SMB,2025-01-15,2025-03-16,27410.44,0.0,27410.44,77,61-90,Overdue,Central,Valentina Cruz
INV-0377,Luminary Corp,Corporate,2025-05-04,2025-06-03,33051.28,0.0,33051.28,0,Current,Current,Central,Carlos Perez
INV-0378,Luminary Corp,Corporate,2025-01-07,2025-03-08,48357.15,33713.31,14643.84,85,61-90,Partial,South,Maria Lopez
INV-0379,Delta Supplies,SMB,2025-03-26,2025-04-25,25778.47,13801.5,11976.97,37,31-60,Partial,North,Carlos Perez
INV-0380,SkyLink SA,SMB,2025-02-25,2025-04-26,23421.63,0.0,23421.63,36,31-60,Overdue,South,Andres Gomez
INV-0381,WaveCo Corp,Corporate,2025-03-04,2025-03-19,24397.17,24397.17,0.0,0,Current,Paid,Central,Ana Torres
INV-0382,DynaBuy Inc,Retail,2025-04-25,2025-06-09,15938.57,0.0,15938.57,0,Current,Current,North,Carlos Perez
INV-0383,Omega Retail,Retail,2025-03-03,2025-05-02,5332.34,0.0,5332.34,30,1-30,Overdue,South,Andres Gomez
INV-0384,Omega Retail,Retail,2025-03-16,2025-03-31,40604.2,40604.2,0.0,0,Current,Paid,East,Carlos Perez
INV-0385,Bravo Trading,SMB,2024-12-09,2025-01-08,46531.16,0.0,46531.16,144,90+,Overdue,East,Carlos Perez
INV-0386,QualityGoods,Retail,2025-03-08,2025-05-07,47943.9,47943.9,0.0,0,Current,Paid,South,Ana Torres
INV-0387,MegaBuy SA,Retail,2024-12-19,2025-02-17,20081.33,0.0,20081.33,104,90+,Overdue,South,Ana Torres
INV-0388,Crest Corp,Corporate,2024-12-31,2025-03-01,19747.37,0.0,19747.37,92,90+,Overdue,South,Andres Gomez
INV-0389,Global Parts Co,Corporate,2025-01-04,2025-01-19,40075.37,15002.01,25073.36,133,90+,Partial,East,Carlos Perez
INV-0390,Global Parts Co,Corporate,2025-03-25,2025-05-24,26621.89,0.0,26621.89,8,1-30,Overdue,West,Carlos Perez
INV-0391,TechWorld Inc,Corporate,2025-01-01,2025-01-16,17722.27,0.0,17722.27,136,90+,Overdue,West,Valentina Cruz
INV-0392,TechWorld Inc,Corporate,2024-12-25,2025-01-09,33769.45,9419.3,24350.15,143,90+,Partial,South,Sofia Ruiz
INV-0393,Delta Supplies,SMB,2024-12-05,2025-01-04,25785.83,5244.85,20540.98,148,90+,Partial,South,Diego Herrera
INV-0394,MegaBuy SA,Retail,2025-01-27,2025-02-26,27968.17,5739.7,22228.47,95,90+,Partial,West,Ana Torres
INV-0395,KeyStone LLC,SMB,2025-03-01,2025-03-16,24488.14,24488.14,0.0,0,Current,Paid,West,Maria Lopez
INV-0396,MegaBuy SA,Retail,2025-02-16,2025-04-17,21073.71,0.0,21073.71,45,31-60,Overdue,Central,Andres Gomez
INV-0397,PrimeParts Co,SMB,2025-01-07,2025-01-22,39896.1,39896.1,0.0,0,Current,Paid,South,Carlos Perez
INV-0398,BlueStar Ltd,Corporate,2025-01-14,2025-02-28,8826.34,5797.92,3028.42,93,90+,Partial,East,Luis Mendez
INV-0399,YieldTech,SMB,2025-01-05,2025-01-20,13760.5,11602.44,2158.06,132,90+,Partial,West,Carlos Perez
INV-0400,RedLine Corp,Corporate,2025-01-12,2025-02-11,49493.9,49493.9,0.0,0,Current,Paid,North,Andres Gomez
INV-0401,Apex Retail,Retail,2025-05-23,2025-07-22,13509.35,0.0,13509.35,0,Current,Current,South,Sofia Ruiz
INV-0402,Bravo Trading,SMB,2025-05-01,2025-05-31,10888.97,0.0,10888.97,1,1-30,Overdue,North,Andres Gomez
INV-0403,WaveCo Corp,Corporate,2025-04-19,2025-05-19,39350.04,0.0,39350.04,13,1-30,Overdue,East,Valentina Cruz
INV-0404,Zenith Corp,Corporate,2025-01-15,2025-03-01,30044.46,30044.46,0.0,0,Current,Paid,North,Diego Herrera
INV-0405,WaveCo Corp,Corporate,2025-01-05,2025-02-19,47643.67,36929.39,10714.28,102,90+,Partial,East,Sofia Ruiz
INV-0406,Apex Retail,Retail,2025-02-15,2025-03-02,49628.07,0.0,49628.07,91,90+,Overdue,North,Ana Torres
INV-0407,Eagle Trading,SMB,2025-04-24,2025-06-08,41509.85,0.0,41509.85,0,Current,Current,South,Luis Mendez
INV-0408,YieldTech,SMB,2025-04-25,2025-06-09,31576.73,0.0,31576.73,0,Current,Current,West,Andres Gomez
INV-0409,MegaBuy SA,Retail,2024-12-20,2025-01-04,20441.11,0.0,20441.11,148,90+,Overdue,West,Carlos Perez
INV-0410,WaveCo Corp,Corporate,2025-01-27,2025-03-13,29306.8,0.0,29306.8,80,61-90,Overdue,East,Andres Gomez
INV-0411,Bravo Trading,SMB,2024-12-20,2025-02-03,42580.26,0.0,42580.26,118,90+,Overdue,North,Andres Gomez
INV-0412,MegaBuy SA,Retail,2025-04-07,2025-06-06,13792.57,0.0,13792.57,0,Current,Current,South,Valentina Cruz
INV-0413,Apex Retail,Retail,2025-01-11,2025-02-10,28524.03,10206.03,18318.0,111,90+,Partial,East,Diego Herrera
INV-0414,Vertex Supply,SMB,2025-05-06,2025-07-05,1305.93,0.0,1305.93,0,Current,Current,North,Maria Lopez
INV-0415,DynaBuy Inc,Retail,2025-02-04,2025-02-19,49595.99,41996.42,7599.57,102,90+,Partial,South,Andres Gomez
