record_id,period,year,month,quarter,transaction_type,entity_name,entity_segment,region,invoice_amount,paid_amount,outstanding_balance,overdue_amount,days_overdue,aging_bucket,status,payment_terms
452,2026-01,2026,1,Q1,AP,InfoSys Partners,Consulting,West,104933.01,0.0,104933.01,0.0,0,Current,Current,Net 45
207,2026-05,2026,5,Q2,AR,Oak Institute,Government,North,116915.63,12684.41,104231.22,104231.22,18,1-30,Overdue,Net 30
193,2025-10,2025,10,Q4,AR,Cedar Group,Enterprise,East,188097.93,26324.98,161772.95,161772.95,125,90+,Overdue,Net 45
39,2025-11,2025,11,Q4,AR,National Agency,Government,Central,225378.66,57.18,225321.48,225321.48,146,90+,Overdue,Net 45
226,2026-06,2026,6,Q2,AR,Peak Analytics,Enterprise,South,162243.32,23002.57,139240.75,139240.75,100,90+,Overdue,Net 30
688,2025-02,2025,2,Q1,AP,HarbourFreight,Logistics,East,172651.6,80706.91,91944.69,91944.69,29,1-30,Partial,Net 60
340,2026-05,2026,5,Q2,AR,Metro Bank,Government,South,144324.71,18119.46,126205.25,126205.25,87,61-90,Overdue,Net 45
518,2025-12,2025,12,Q4,AP,FirmBase Infra,Technology,West,37206.99,25118.4,12088.59,12088.59,14,1-30,Partial,Net 30
329,2025-09,2025,9,Q3,AR,BlueSky Ltd,Enterprise,South,25998.29,887.24,25111.05,25111.05,48,31-60,Overdue,Net 60
636,2026-05,2026,5,Q2,AP,BrightTech Parts,Technology,East,78692.36,29562.95,49129.41,0.0,0,Current,Partial,Net 90
653,2025-07,2025,7,Q3,AP,General Utilities,Utilities,South,28763.59,18051.14,10712.45,10712.45,19,1-30,Partial,Net 60
669,2025-10,2025,10,Q4,AP,Keystone Energy,Utilities,North,151137.34,0.0,151137.34,0.0,0,Current,Current,Net 60
69,2026-05,2026,5,Q2,AR,Jupiter Startup,Startup,North,93415.86,3843.75,89572.11,89572.11,78,61-90,Overdue,Net 60
259,2025-10,2025,10,Q4,AR,Cedar Group,Enterprise,South,33652.48,0.0,33652.48,0.0,0,Current,Current,Net 60
44,2025-11,2025,11,Q4,AR,Cedar Group,Enterprise,South,53786.83,33609.71,20177.12,20177.12,38,31-60,Partial,Net 30
430,2025-08,2025,8,Q3,AP,Crown Logistics,Logistics,East,48631.48,4216.26,44415.22,44415.22,23,1-30,Overdue,Net 30
74,2025-02,2025,2,Q1,AR,Delta Inc,SMB,South,24890.93,5011.49,19879.44,19879.44,48,31-60,Partial,Net 45
618,2025-11,2025,11,Q4,AP,Quality Goods,Office,North,126555.73,75154.6,51401.13,0.0,0,Current,Partial,2/10 Net 30
122,2025-12,2025,12,Q4,AR,Apex Corp,Enterprise,South,103192.16,11548.93,91643.23,91643.23,61,61-90,Overdue,Net 45
597,2025-02,2025,2,Q1,AP,Java Components,Manufacturing,North,107614.52,33391.31,74223.21,74223.21,4,1-30,Partial,Net 30
546,2025-03,2025,3,Q1,AP,OmniSource,Office,Central,91509.61,0.0,91509.61,0.0,0,Current,Current,Net 45
63,2026-03,2026,3,Q1,AR,National Agency,Government,Central,208529.1,119953.89,88575.21,0.0,0,Current,Partial,Net 30
2,2025-01,2025,1,Q1,AR,Cedar Group,Enterprise,South,142505.04,0.0,142505.04,0.0,0,Current,Current,2/10 Net 30
229,2026-02,2026,2,Q1,AR,Apex Corp,Enterprise,North,244482.44,101530.28,142952.16,142952.16,17,1-30,Partial,Net 30
197,2025-06,2025,6,Q2,AR,National Agency,Government,South,209869.78,27600.28,182269.5,182269.5,128,90+,Overdue,Net 90
686,2025-02,2025,2,Q1,AP,Prime Vendors,Consulting,Central,59018.72,37755.26,21263.46,0.0,0,Current,Partial,Net 90
545,2025-08,2025,8,Q3,AP,LightHouse Media,Marketing,West,95942.77,56500.24,39442.53,39442.53,42,31-60,Partial,Net 45
359,2025-10,2025,10,Q4,AP,FirmBase Infra,Technology,North,54476.52,35082.17,19394.35,19394.35,47,31-60,Partial,2/10 Net 30
580,2025-11,2025,11,Q4,AP,Quality Goods,Office,North,65627.57,0.0,65627.57,0.0,0,Current,Current,Net 90
574,2025-01,2025,1,Q1,AP,Java Components,Manufacturing,West,153705.81,0.0,153705.81,0.0,0,Current,Current,Net 60
36,2025-04,2025,4,Q2,AR,Metro Bank,Government,North,205063.72,6857.03,198206.69,198206.69,87,61-90,Overdue,Net 90
210,2026-01,2026,1,Q1,AR,Metro Bank,Government,North,137128.56,10877.91,126250.65,126250.65,36,31-60,Overdue,Net 60
257,2025-07,2025,7,Q3,AR,IronClad Stores,Retail,North,136537.81,5373.17,131164.64,131164.64,11,1-30,Overdue,Net 60
619,2025-03,2025,3,Q1,AP,Keystone Energy,Utilities,North,67426.32,67426.32,0.0,0.0,4,1-30,Paid,Net 30
166,2026-04,2026,4,Q2,AR,Global Retail,Retail,North,47300.81,0.0,47300.81,0.0,0,Current,Current,Net 90
498,2025-08,2025,8,Q3,AP,Elite Services,Consulting,North,174874.12,174874.12,0.0,0.0,19,1-30,Paid,2/10 Net 30
265,2026-03,2026,3,Q1,AR,River Trade,Retail,South,208367.33,8214.32,200153.01,200153.01,148,90+,Overdue,Net 45
255,2025-04,2025,4,Q2,AR,Falcon Tech,SMB,South,86092.47,8132.64,77959.83,77959.83,15,1-30,Overdue,Net 90
632,2025-11,2025,11,Q4,AP,Elite Services,Consulting,North,92811.4,9284.22,83527.18,83527.18,164,90+,Overdue,Net 60
617,2025-05,2025,5,Q2,AP,Master Builders,Manufacturing,South,85180.35,11415.46,73764.89,73764.89,51,31-60,Overdue,Net 30
484,2025-05,2025,5,Q2,AP,FirmBase Infra,Technology,North,20479.38,0.0,20479.38,0.0,0,Current,Current,2/10 Net 30
196,2025-07,2025,7,Q3,AR,Jupiter Startup,Startup,East,193337.62,0.0,193337.62,0.0,0,Current,Current,2/10 Net 30
114,2026-03,2026,3,Q1,AR,Cedar Group,Enterprise,North,35916.94,0.0,35916.94,0.0,0,Current,Current,2/10 Net 30
456,2026-06,2026,6,Q2,AP,InfoSys Partners,Consulting,East,156524.24,0.0,156524.24,0.0,0,Current,Current,2/10 Net 30
397,2026-05,2026,5,Q2,AP,Prime Vendors,Consulting,Central,4558.25,4558.25,0.0,0.0,38,31-60,Paid,Net 60
187,2026-04,2026,4,Q2,AR,Falcon Tech,SMB,Central,211085.95,18129.23,192956.72,192956.72,52,31-60,Overdue,Net 45
528,2025-05,2025,5,Q2,AP,FirmBase Infra,Technology,North,139047.58,90279.56,48768.02,48768.02,10,1-30,Partial,Net 90
532,2025-10,2025,10,Q4,AP,Keystone Energy,Utilities,North,34549.97,0.0,34549.97,0.0,0,Current,Current,Net 60
234,2025-09,2025,9,Q3,AR,River Trade,Retail,Central,213354.76,141760.9,71593.86,71593.86,49,31-60,Partial,Net 30
568,2026-02,2026,2,Q1,AP,FirmBase Infra,Technology,West,82658.1,92.12,82565.98,82565.98,8,1-30,Overdue,Net 60
439,2026-01,2026,1,Q1,AP,General Utilities,Utilities,Central,165694.4,108944.81,56749.59,0.0,0,Current,Partial,2/10 Net 30
694,2025-05,2025,5,Q2,AP,Network Pro,Technology,East,26631.23,26631.23,0.0,0.0,22,1-30,Paid,Net 45
425,2025-05,2025,5,Q2,AP,FirmBase Infra,Technology,Central,131181.06,30751.65,100429.41,100429.41,30,1-30,Partial,Net 60
266,2025-03,2025,3,Q1,AR,Oak Institute,Government,North,203622.17,105147.5,98474.67,98474.67,42,31-60,Partial,2/10 Net 30
556,2025-12,2025,12,Q4,AP,Prime Vendors,Consulting,West,64704.93,7934.96,56769.97,56769.97,64,61-90,Overdue,2/10 Net 30
364,2025-04,2025,4,Q2,AP,Quality Goods,Office,Central,21808.68,0.0,21808.68,0.0,0,Current,Current,Net 45
440,2025-12,2025,12,Q4,AP,LightHouse Media,Marketing,East,83492.34,33694.78,49797.56,0.0,0,Current,Partial,Net 90
567,2026-04,2026,4,Q2,AP,Network Pro,Technology,South,76606.42,0.0,76606.42,0.0,0,Current,Current,Net 90
235,2025-10,2025,10,Q4,AR,Falcon Tech,SMB,Central,100343.37,59729.29,40614.08,0.0,0,Current,Partial,2/10 Net 30
393,2026-05,2026,5,Q2,AP,Dura Materials,Manufacturing,West,49770.41,0.0,49770.41,0.0,0,Current,Current,Net 45
26,2026-02,2026,2,Q1,AR,Quantum Ltd,SMB,East,180466.99,17473.74,162993.25,162993.25,176,90+,Overdue,Net 45
693,2026-01,2026,1,Q1,AP,General Utilities,Utilities,East,30934.57,0.0,30934.57,0.0,0,Current,Current,2/10 Net 30
264,2026-06,2026,6,Q2,AR,Quantum Ltd,SMB,North,138061.01,80075.67,57985.34,57985.34,18,1-30,Partial,Net 60
78,2025-02,2025,2,Q1,AR,National Agency,Government,East,61086.48,37306.16,23780.32,23780.32,31,31-60,Partial,2/10 Net 30
137,2025-06,2025,6,Q2,AR,BlueSky Ltd,Enterprise,South,133396.8,133396.8,0.0,0.0,42,31-60,Paid,2/10 Net 30
467,2026-02,2026,2,Q1,AP,Reliant Power,Utilities,West,133469.86,0.0,133469.86,0.0,0,Current,Current,Net 90
690,2025-06,2025,6,Q2,AP,OmniSource,Office,East,74913.12,5293.64,69619.48,69619.48,63,61-90,Overdue,Net 30
638,2026-02,2026,2,Q1,AP,Network Pro,Technology,South,28424.15,281.89,28142.26,28142.26,58,31-60,Overdue,Net 60
442,2026-03,2026,3,Q1,AP,Master Builders,Manufacturing,Central,63119.96,39829.43,23290.53,23290.53,22,1-30,Partial,Net 90
347,2026-06,2026,6,Q2,AR,Jupiter Startup,Startup,East,87389.5,3423.22,83966.28,83966.28,41,31-60,Overdue,Net 60
115,2026-01,2026,1,Q1,AR,Quantum Ltd,SMB,East,29298.72,3167.95,26130.77,26130.77,28,1-30,Overdue,Net 30
62,2026-03,2026,3,Q1,AR,Echo Solutions,SMB,West,164362.07,0.0,164362.07,0.0,0,Current,Current,2/10 Net 30
117,2025-09,2025,9,Q3,AR,Lumen Digital,Startup,South,27350.07,3330.29,24019.78,24019.78,44,31-60,Overdue,Net 30
476,2025-04,2025,4,Q2,AP,HarbourFreight,Logistics,West,51869.71,0.0,51869.71,0.0,0,Current,Current,Net 30
221,2025-04,2025,4,Q2,AR,Peak Analytics,Enterprise,South,102174.85,5834.11,96340.74,96340.74,41,31-60,Overdue,Net 45
608,2025-07,2025,7,Q3,AP,Keystone Energy,Utilities,South,20357.35,4819.91,15537.44,15537.44,37,31-60,Partial,Net 90
576,2025-08,2025,8,Q3,AP,Prime Vendors,Consulting,South,63684.1,63684.1,0.0,0.0,50,31-60,Paid,Net 30
17,2026-03,2026,3,Q1,AR,Delta Inc,SMB,South,149135.64,0.0,149135.64,0.0,0,Current,Current,Net 45
478,2025-02,2025,2,Q1,AP,BrightTech Parts,Technology,East,143089.53,16925.24,126164.29,126164.29,16,1-30,Overdue,Net 45
90,2026-03,2026,3,Q1,AR,Apex Corp,Enterprise,South,42818.5,4449.09,38369.41,38369.41,26,1-30,Overdue,Net 90
515,2025-04,2025,4,Q2,AP,FirmBase Infra,Technology,East,8218.55,3464.14,4754.41,4754.41,44,31-60,Partial,Net 60
560,2025-11,2025,11,Q4,AP,Reliant Power,Utilities,North,172191.37,100847.61,71343.76,71343.76,34,31-60,Partial,Net 30
134,2026-03,2026,3,Q1,AR,Jupiter Startup,Startup,East,23176.71,14273.34,8903.37,8903.37,15,1-30,Partial,Net 90
672,2026-05,2026,5,Q2,AP,Network Pro,Technology,East,6935.85,0.0,6935.85,0.0,0,Current,Current,Net 60
343,2025-09,2025,9,Q3,AR,Cedar Group,Enterprise,East,214186.23,0.0,214186.23,0.0,0,Current,Current,Net 45
500,2026-01,2026,1,Q1,AP,Quality Goods,Office,West,26872.13,13050.86,13821.27,13821.27,46,31-60,Partial,2/10 Net 30
286,2025-09,2025,9,Q3,AR,Cedar Group,Enterprise,East,243706.78,126032.26,117674.52,0.0,0,Current,Partial,Net 45
400,2026-06,2026,6,Q2,AP,Reliant Power,Utilities,North,114424.06,34646.44,79777.62,79777.62,28,1-30,Partial,Net 45
121,2026-06,2026,6,Q2,AR,Apex Corp,Enterprise,Central,70524.69,46600.51,23924.18,23924.18,130,90+,Partial,Net 45
421,2026-05,2026,5,Q2,AP,InfoSys Partners,Consulting,South,109557.59,0.0,109557.59,0.0,0,Current,Current,Net 30
673,2025-04,2025,4,Q2,AP,Prime Vendors,Consulting,North,90921.46,62255.19,28666.27,28666.27,50,31-60,Partial,Net 60
520,2026-02,2026,2,Q1,AP,Master Builders,Manufacturing,North,130475.56,130475.56,0.0,0.0,20,1-30,Paid,Net 90
52,2026-01,2026,1,Q1,AR,Peak Analytics,Enterprise,North,100546.73,12063.62,88483.11,88483.11,160,90+,Overdue,Net 90
252,2025-08,2025,8,Q3,AR,Oak Institute,Government,East,149204.54,2339.89,146864.65,146864.65,5,1-30,Overdue,2/10 Net 30
81,2026-01,2026,1,Q1,AR,River Trade,Retail,North,84202.08,44528.6,39673.48,39673.48,28,1-30,Partial,Net 90
103,2025-09,2025,9,Q3,AR,Metro Bank,Government,East,11131.04,0.0,11131.04,0.0,0,Current,Current,2/10 Net 30
89,2025-05,2025,5,Q2,AR,Peak Analytics,Enterprise,North,86338.7,39972.71,46365.99,0.0,0,Current,Partial,Net 30
67,2026-06,2026,6,Q2,AR,Quantum Ltd,SMB,East,86043.87,1557.25,84486.62,84486.62,9,1-30,Overdue,Net 90
248,2025-03,2025,3,Q1,AR,National Agency,Government,West,66907.01,0.0,66907.01,0.0,0,Current,Current,Net 45
390,2026-06,2026,6,Q2,AP,HarbourFreight,Logistics,Central,144039.56,0.0,144039.56,0.0,0,Current,Current,Net 60
145,2025-07,2025,7,Q3,AR,Lumen Digital,Startup,Central,74034.07,9071.67,64962.4,64962.4,111,90+,Overdue,Net 90
107,2025-12,2025,12,Q4,AR,Delta Inc,SMB,East,92875.09,92875.09,0.0,0.0,9,1-30,Paid,Net 90
326,2025-05,2025,5,Q2,AR,BlueSky Ltd,Enterprise,East,206854.84,0.0,206854.84,0.0,0,Current,Current,2/10 Net 30
376,2025-03,2025,3,Q1,AP,OmniSource,Office,West,154616.29,412.11,154204.18,154204.18,34,31-60,Overdue,Net 90
419,2025-09,2025,9,Q3,AP,Reliant Power,Utilities,Central,67657.53,30999.73,36657.8,0.0,0,Current,Partial,Net 30
335,2026-06,2026,6,Q2,AR,Lumen Digital,Startup,West,145145.69,0.0,145145.69,0.0,0,Current,Current,Net 90
200,2025-11,2025,11,Q4,AR,Jupiter Startup,Startup,Central,154683.85,37645.24,117038.61,117038.61,44,31-60,Partial,Net 90
652,2026-05,2026,5,Q2,AP,BrightTech Parts,Technology,West,14725.78,0.0,14725.78,0.0,0,Current,Current,Net 30
68,2025-07,2025,7,Q3,AR,Kite Ventures,Startup,North,174090.07,174090.07,0.0,0.0,54,31-60,Paid,Net 45
240,2025-06,2025,6,Q2,AR,National Agency,Government,West,30306.77,2718.72,27588.05,27588.05,12,1-30,Overdue,Net 30
424,2025-01,2025,1,Q1,AP,Java Components,Manufacturing,North,86440.18,0.0,86440.18,0.0,0,Current,Current,Net 90
670,2025-11,2025,11,Q4,AP,Master Builders,Manufacturing,North,75911.54,75911.54,0.0,0.0,22,1-30,Paid,Net 30
460,2025-06,2025,6,Q2,AP,Acme Supplies,Office,South,169457.41,2428.84,167028.57,167028.57,36,31-60,Overdue,Net 30
113,2026-05,2026,5,Q2,AR,Jupiter Startup,Startup,West,249653.75,138857.58,110796.17,110796.17,52,31-60,Partial,Net 90
683,2025-03,2025,3,Q1,AP,Master Builders,Manufacturing,South,91543.99,0.0,91543.99,0.0,0,Current,Current,Net 30
552,2025-10,2025,10,Q4,AP,Keystone Energy,Utilities,Central,86320.2,35670.34,50649.86,50649.86,4,1-30,Partial,Net 30
225,2025-11,2025,11,Q4,AR,IronClad Stores,Retail,West,125195.92,2628.34,122567.58,122567.58,112,90+,Overdue,Net 45
177,2025-04,2025,4,Q2,AR,Kite Ventures,Startup,South,65740.13,26892.14,38847.99,38847.99,2,1-30,Partial,Net 30
691,2026-02,2026,2,Q1,AP,Keystone Energy,Utilities,West,148918.95,13449.97,135468.98,135468.98,72,61-90,Overdue,Net 60
542,2025-02,2025,2,Q1,AP,Quality Goods,Office,East,101266.37,12144.91,89121.46,89121.46,7,1-30,Overdue,Net 30
148,2025-01,2025,1,Q1,AR,National Agency,Government,North,99610.7,66282.25,33328.45,33328.45,12,1-30,Partial,Net 30
83,2025-07,2025,7,Q3,AR,IronClad Stores,Retail,Central,220807.42,0.0,220807.42,0.0,0,Current,Current,Net 90
375,2025-03,2025,3,Q1,AP,Prime Vendors,Consulting,East,11912.08,7249.12,4662.96,0.0,0,Current,Partial,Net 45
627,2025-11,2025,11,Q4,AP,Prime Vendors,Consulting,Central,100078.96,2578.09,97500.87,97500.87,10,1-30,Overdue,Net 90
522,2025-02,2025,2,Q1,AP,Reliant Power,Utilities,West,11725.29,1360.74,10364.55,10364.55,15,1-30,Overdue,Net 60
178,2025-06,2025,6,Q2,AR,Kite Ventures,Startup,Central,44038.89,19759.6,24279.29,24279.29,46,31-60,Partial,2/10 Net 30
319,2025-11,2025,11,Q4,AR,Harbor Shops,Retail,Central,86136.26,0.0,86136.26,0.0,0,Current,Current,Net 30
523,2025-10,2025,10,Q4,AP,OmniSource,Office,South,12654.76,857.42,11797.34,11797.34,29,1-30,Overdue,2/10 Net 30
661,2026-01,2026,1,Q1,AP,Dura Materials,Manufacturing,South,52297.74,7399.28,44898.46,44898.46,39,31-60,Overdue,2/10 Net 30
386,2025-07,2025,7,Q3,AP,General Utilities,Utilities,Central,166050.94,13512.18,152538.76,152538.76,51,31-60,Overdue,Net 45
579,2025-08,2025,8,Q3,AP,Master Builders,Manufacturing,West,157039.16,61402.63,95636.53,95636.53,10,1-30,Partial,Net 30
599,2025-05,2025,5,Q2,AP,Keystone Energy,Utilities,South,62384.16,1572.56,60811.6,60811.6,35,31-60,Overdue,Net 30
138,2026-01,2026,1,Q1,AR,National Agency,Government,East,159567.21,86036.99,73530.22,73530.22,41,31-60,Partial,Net 60
33,2025-05,2025,5,Q2,AR,National Agency,Government,South,233606.56,0.0,233606.56,0.0,0,Current,Current,Net 30
471,2026-03,2026,3,Q1,AP,Acme Supplies,Office,South,41442.29,0.0,41442.29,0.0,0,Current,Current,Net 90
162,2026-01,2026,1,Q1,AR,Lumen Digital,Startup,Central,238433.4,1244.59,237188.81,237188.81,82,61-90,Overdue,Net 45
296,2025-12,2025,12,Q4,AR,Peak Analytics,Enterprise,South,200013.52,6990.4,193023.12,193023.12,60,31-60,Overdue,Net 45
385,2025-05,2025,5,Q2,AP,Network Pro,Technology,Central,55907.62,5304.93,50602.69,50602.69,41,31-60,Overdue,2/10 Net 30
527,2025-06,2025,6,Q2,AP,Master Builders,Manufacturing,Central,164468.74,46225.92,118242.82,0.0,0,Current,Partial,2/10 Net 30
647,2025-10,2025,10,Q4,AP,LightHouse Media,Marketing,West,31856.16,31856.16,0.0,0.0,5,1-30,Paid,Net 45
32,2026-02,2026,2,Q1,AR,River Trade,Retail,North,174299.81,85625.62,88674.19,0.0,0,Current,Partial,Net 45
625,2026-05,2026,5,Q2,AP,Acme Supplies,Office,East,167914.7,541.08,167373.62,167373.62,12,1-30,Overdue,Net 90
622,2026-02,2026,2,Q1,AP,InfoSys Partners,Consulting,North,89062.16,0.0,89062.16,0.0,0,Current,Current,2/10 Net 30
667,2025-06,2025,6,Q2,AP,Prime Vendors,Consulting,West,89279.52,42576.68,46702.84,0.0,0,Current,Partial,Net 30
314,2025-05,2025,5,Q2,AR,Global Retail,Retail,West,14301.12,6624.63,7676.49,7676.49,8,1-30,Partial,Net 30
303,2025-02,2025,2,Q1,AR,Global Retail,Retail,East,242258.0,79965.34,162292.66,0.0,0,Current,Partial,Net 90
495,2025-11,2025,11,Q4,AP,Prime Vendors,Consulting,South,127404.08,127404.08,0.0,0.0,20,1-30,Paid,Net 30
541,2026-04,2026,4,Q2,AP,Prime Vendors,Consulting,North,114014.49,15867.23,98147.26,98147.26,29,1-30,Overdue,2/10 Net 30
604,2026-05,2026,5,Q2,AP,Dura Materials,Manufacturing,Central,98530.94,29958.76,68572.18,0.0,0,Current,Partial,Net 45
422,2025-04,2025,4,Q2,AP,Prime Vendors,Consulting,West,117564.88,10113.28,107451.6,107451.6,1,1-30,Overdue,Net 90
19,2026-04,2026,4,Q2,AR,Harbor Shops,Retail,West,28748.05,3725.04,25023.01,25023.01,74,61-90,Overdue,Net 90
149,2025-11,2025,11,Q4,AR,Echo Solutions,SMB,South,120751.46,61302.39,59449.07,0.0,0,Current,Partial,Net 45
284,2026-06,2026,6,Q2,AR,Falcon Tech,SMB,West,9088.9,1257.78,7831.12,7831.12,96,90+,Overdue,Net 30
548,2026-05,2026,5,Q2,AP,Dura Materials,Manufacturing,North,153117.95,0.0,153117.95,0.0,0,Current,Current,Net 30
297,2025-12,2025,12,Q4,AR,Apex Corp,Enterprise,East,213006.47,0.0,213006.47,0.0,0,Current,Current,Net 60
254,2026-04,2026,4,Q2,AR,Delta Inc,SMB,West,21457.71,2733.22,18724.49,18724.49,53,31-60,Overdue,Net 30
213,2025-01,2025,1,Q1,AR,Harbor Shops,Retail,South,114378.06,0.0,114378.06,0.0,0,Current,Current,Net 30
222,2026-06,2026,6,Q2,AR,Lumen Digital,Startup,East,126832.94,0.0,126832.94,0.0,0,Current,Current,Net 30
323,2025-11,2025,11,Q4,AR,IronClad Stores,Retail,North,96987.18,0.0,96987.18,0.0,0,Current,Current,Net 30
53,2025-08,2025,8,Q3,AR,Peak Analytics,Enterprise,South,100270.01,0.0,100270.01,0.0,0,Current,Current,Net 90
601,2026-01,2026,1,Q1,AP,FirmBase Infra,Technology,North,4278.65,267.13,4011.52,4011.52,79,61-90,Overdue,Net 30
171,2025-02,2025,2,Q1,AR,Delta Inc,SMB,Central,84051.88,0.0,84051.88,0.0,0,Current,Current,Net 45
591,2025-11,2025,11,Q4,AP,Java Components,Manufacturing,West,117532.17,72939.38,44592.79,0.0,0,Current,Partial,Net 60
201,2025-04,2025,4,Q2,AR,Falcon Tech,SMB,South,6673.38,6673.38,0.0,0.0,8,1-30,Paid,Net 90
486,2025-03,2025,3,Q1,AP,OmniSource,Office,North,160606.22,53467.07,107139.15,0.0,0,Current,Partial,Net 60
151,2025-08,2025,8,Q3,AR,Jupiter Startup,Startup,North,199505.28,0.0,199505.28,0.0,0,Current,Current,Net 90
104,2025-03,2025,3,Q1,AR,Oak Institute,Government,East,16109.97,5113.3,10996.67,10996.67,46,31-60,Partial,Net 30
589,2025-05,2025,5,Q2,AP,Acme Supplies,Office,North,126909.77,55722.24,71187.53,71187.53,19,1-30,Partial,Net 90
481,2026-06,2026,6,Q2,AP,FirmBase Infra,Technology,North,148037.08,11235.08,136802.0,136802.0,12,1-30,Overdue,2/10 Net 30
455,2025-06,2025,6,Q2,AP,BrightTech Parts,Technology,South,114485.61,6187.49,108298.12,108298.12,41,31-60,Overdue,Net 90
11,2026-02,2026,2,Q1,AR,Cedar Group,Enterprise,West,134633.01,134633.01,0.0,0.0,28,1-30,Paid,2/10 Net 30
242,2025-06,2025,6,Q2,AR,Metro Bank,Government,South,125815.37,0.0,125815.37,0.0,0,Current,Current,Net 30
249,2025-03,2025,3,Q1,AR,Oak Institute,Government,Central,129120.1,13589.26,115530.84,115530.84,18,1-30,Overdue,Net 90
228,2025-12,2025,12,Q4,AR,BlueSky Ltd,Enterprise,Central,228624.11,228624.11,0.0,0.0,31,31-60,Paid,Net 90
360,2025-05,2025,5,Q2,AP,Keystone Energy,Utilities,West,170810.93,0.0,170810.93,0.0,0,Current,Current,Net 90
379,2026-04,2026,4,Q2,AP,LightHouse Media,Marketing,West,42249.24,20019.6,22229.64,0.0,0,Current,Partial,Net 60
596,2025-02,2025,2,Q1,AP,Elite Services,Consulting,West,165489.38,356.59,165132.79,165132.79,8,1-30,Overdue,Net 30
519,2025-08,2025,8,Q3,AP,General Utilities,Utilities,South,177456.09,114245.07,63211.02,0.0,0,Current,Partial,2/10 Net 30
533,2026-06,2026,6,Q2,AP,FirmBase Infra,Technology,West,9343.69,1149.64,8194.05,8194.05,42,31-60,Overdue,Net 60
12,2026-06,2026,6,Q2,AR,IronClad Stores,Retail,East,116162.31,0.0,116162.31,0.0,0,Current,Current,Net 60
695,2025-10,2025,10,Q4,AP,General Utilities,Utilities,North,158121.03,82784.79,75336.24,75336.24,8,1-30,Partial,2/10 Net 30
243,2025-10,2025,10,Q4,AR,Peak Analytics,Enterprise,North,181620.37,181620.37,0.0,0.0,20,1-30,Paid,Net 90
76,2025-07,2025,7,Q3,AR,National Agency,Government,North,227560.8,20311.3,207249.5,207249.5,3,1-30,Overdue,Net 45
489,2025-12,2025,12,Q4,AP,OmniSource,Office,West,34930.19,2797.39,32132.8,32132.8,82,61-90,Overdue,Net 90
411,2026-02,2026,2,Q1,AP,InfoSys Partners,Consulting,East,158385.79,70241.83,88143.96,0.0,0,Current,Partial,Net 90
410,2025-10,2025,10,Q4,AP,Elite Services,Consulting,Central,172682.63,172682.63,0.0,0.0,1,1-30,Paid,Net 45
406,2025-02,2025,2,Q1,AP,Acme Supplies,Office,Central,170615.35,5418.84,165196.51,165196.51,7,1-30,Overdue,Net 60
578,2025-02,2025,2,Q1,AP,InfoSys Partners,Consulting,North,87293.05,0.0,87293.05,0.0,0,Current,Current,Net 90
645,2025-10,2025,10,Q4,AP,Quality Goods,Office,North,35434.81,1714.73,33720.08,33720.08,20,1-30,Overdue,Net 30
224,2026-02,2026,2,Q1,AR,Jupiter Startup,Startup,South,144598.43,0.0,144598.43,0.0,0,Current,Current,Net 45
549,2025-04,2025,4,Q2,AP,Quality Goods,Office,East,116076.6,39271.59,76805.01,0.0,0,Current,Partial,Net 45
536,2025-10,2025,10,Q4,AP,Network Pro,Technology,Central,104800.26,8844.63,95955.63,95955.63,65,61-90,Overdue,2/10 Net 30
697,2025-12,2025,12,Q4,AP,FirmBase Infra,Technology,Central,80023.1,24986.57,55036.53,0.0,0,Current,Partial,Net 90
675,2025-03,2025,3,Q1,AP,Dura Materials,Manufacturing,Central,144809.86,0.0,144809.86,0.0,0,Current,Current,Net 90
247,2025-07,2025,7,Q3,AR,River Trade,Retail,South,238486.13,29737.38,208748.75,208748.75,37,31-60,Overdue,Net 90
108,2025-03,2025,3,Q1,AR,Global Retail,Retail,Central,86709.74,10792.99,75916.75,75916.75,99,90+,Overdue,Net 45
14,2026-04,2026,4,Q2,AR,Apex Corp,Enterprise,North,208758.05,140593.27,68164.78,68164.78,163,90+,Partial,Net 60
593,2025-12,2025,12,Q4,AP,Prime Vendors,Consulting,North,36535.22,1306.97,35228.25,35228.25,84,61-90,Overdue,Net 30
357,2026-02,2026,2,Q1,AP,Prime Vendors,Consulting,West,132326.66,0.0,132326.66,0.0,0,Current,Current,Net 30
477,2025-02,2025,2,Q1,AP,Prime Vendors,Consulting,Central,47023.84,31290.81,15733.03,0.0,0,Current,Partial,Net 90
58,2025-07,2025,7,Q3,AR,Oak Institute,Government,East,153775.64,39066.61,114709.03,114709.03,57,31-60,Partial,Net 30
696,2025-08,2025,8,Q3,AP,Crown Logistics,Logistics,West,32869.8,9026.89,23842.91,0.0,0,Current,Partial,Net 90
8,2025-08,2025,8,Q3,AR,BlueSky Ltd,Enterprise,East,228718.35,120699.1,108019.25,108019.25,29,1-30,Partial,2/10 Net 30
70,2025-02,2025,2,Q1,AR,River Trade,Retail,East,217772.99,74515.31,143257.68,143257.68,58,31-60,Partial,Net 90
65,2025-09,2025,9,Q3,AR,River Trade,Retail,North,64132.23,34971.6,29160.63,29160.63,16,1-30,Partial,Net 90
620,2025-02,2025,2,Q1,AP,LightHouse Media,Marketing,East,14860.05,0.0,14860.05,0.0,0,Current,Current,Net 45
