vendor_id,vendor_name,vendor_category,region,invoice_id,invoice_date,due_date,payment_terms,invoice_amount,paid_amount,outstanding_balance,payment_date,days_outstanding,days_overdue,payment_status,discount_rate,discount_captured
VND-006,MegaParts Ltd,Materials,South,INV-0177,2024-12-27,2025-01-26,30,26020.96,26020.96,0.0,2025-01-15,156,126,Paid,0.025,650.52
VND-006,MegaParts Ltd,Materials,South,INV-0178,2025-03-29,2025-04-28,30,74447.26,74447.26,0.0,2025-04-28,64,34,Paid,0.025,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0179,2025-04-07,2025-06-06,60,75392.25,0.0,75392.25,,55,0,Pending,0.02,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0180,2025-04-02,2025-05-17,45,77755.08,77755.08,0.0,2025-05-17,60,15,Paid,0.01,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0181,2025-05-18,2025-06-17,30,3473.44,0.0,3473.44,,14,0,Pending,0.01,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0182,2025-02-05,2025-02-20,15,6583.85,6583.85,0.0,2025-02-07,116,101,Paid,0.01,65.84
VND-006,MegaParts Ltd,Materials,South,INV-0183,2025-04-26,2025-05-11,15,6440.0,6440.0,0.0,2025-06-10,36,21,Paid,0.0,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0184,2025-03-20,2025-05-04,45,62560.35,32510.66,30049.69,2025-05-14,73,28,Partial,0.01,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0185,2025-04-11,2025-06-10,60,16479.36,0.0,16479.36,,51,0,Pending,0.025,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0186,2025-05-08,2025-06-22,45,14752.22,0.0,14752.22,,24,0,Pending,0.02,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0187,2025-03-10,2025-06-08,90,4374.08,0.0,4374.08,,83,0,Pending,0.01,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0188,2025-05-16,2025-08-14,90,44565.19,0.0,44565.19,,16,0,Pending,0.01,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0189,2025-04-29,2025-06-13,45,68937.3,0.0,68937.3,,33,0,Pending,0.025,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0190,2025-04-26,2025-05-11,15,13911.6,13911.6,0.0,2025-05-17,36,21,Paid,0.0,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0191,2025-04-06,2025-05-06,30,14528.95,14528.95,0.0,2025-05-25,56,26,Paid,0.025,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0192,2025-03-21,2025-04-05,15,62882.59,62882.59,0.0,2025-04-30,72,57,Paid,0.01,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0193,2025-01-10,2025-01-25,15,54479.72,0.0,54479.72,,142,127,Overdue,0.025,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0194,2025-01-31,2025-05-01,90,22399.65,4276.91,18122.74,2025-05-10,121,31,Partial,0.02,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0195,2025-01-29,2025-04-29,90,28197.42,28197.42,0.0,2025-05-25,123,33,Paid,0.025,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0196,2025-01-16,2025-04-16,90,69570.6,69570.6,0.0,2025-04-08,136,46,Paid,0.01,695.71
VND-006,MegaParts Ltd,Materials,South,INV-0197,2025-05-10,2025-06-09,30,48580.07,0.0,48580.07,,22,0,Pending,0.01,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0198,2025-02-09,2025-03-26,45,64123.39,64123.39,0.0,2025-03-23,112,67,Paid,0.02,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0199,2025-02-24,2025-05-25,90,5127.84,5127.84,0.0,2025-06-18,97,7,Paid,0.01,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0200,2025-03-24,2025-05-08,45,11482.27,0.0,11482.27,,69,24,Overdue,0.01,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0201,2025-01-24,2025-03-10,45,45933.29,45933.29,0.0,2025-03-21,128,83,Paid,0.025,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0202,2025-02-21,2025-03-23,30,17569.51,17569.51,0.0,2025-03-12,100,70,Paid,0.02,351.39
VND-006,MegaParts Ltd,Materials,South,INV-0203,2025-01-18,2025-04-18,90,9027.98,0.0,9027.98,,134,44,Overdue,0.025,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0204,2025-04-25,2025-06-24,60,22979.48,0.0,22979.48,,37,0,Pending,0.02,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0205,2025-04-13,2025-05-13,30,74091.78,74091.78,0.0,2025-05-30,49,19,Paid,0.02,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0206,2025-01-30,2025-03-16,45,2390.66,2390.66,0.0,2025-02-23,122,77,Paid,0.02,47.81
VND-006,MegaParts Ltd,Materials,South,INV-0207,2025-04-25,2025-07-24,90,43397.57,0.0,43397.57,,37,0,Pending,0.0,0.0
VND-006,MegaParts Ltd,Materials,South,INV-0208,2025-01-16,2025-04-16,90,48850.7,48850.7,0.0,2025-01-19,136,46,Paid,0.02,977.01
VND-007,CloudSoft Solutions,IT,Central,INV-0209,2025-05-01,2025-06-30,60,9265.61,0.0,9265.61,,31,0,Pending,0.025,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0210,2025-01-18,2025-03-19,60,62370.09,62370.09,0.0,2025-04-08,134,74,Paid,0.025,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0211,2025-05-06,2025-07-05,60,46689.87,0.0,46689.87,,26,0,Pending,0.02,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0212,2025-03-06,2025-03-21,15,55490.99,0.0,55490.99,,87,72,Overdue,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0213,2025-04-27,2025-05-27,30,59980.37,59980.37,0.0,2025-06-03,35,5,Paid,0.02,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0214,2025-03-30,2025-06-28,90,38690.86,0.0,38690.86,,63,0,Pending,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0215,2025-02-19,2025-04-20,60,67269.43,67269.43,0.0,2025-03-28,102,42,Paid,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0216,2025-05-05,2025-05-20,15,31142.35,0.0,31142.35,,27,12,Overdue,0.025,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0217,2025-04-20,2025-05-20,30,45955.07,45955.07,0.0,2025-05-23,42,12,Paid,0.02,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0218,2025-05-10,2025-06-24,45,63004.71,0.0,63004.71,,22,0,Pending,0.01,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0219,2025-01-18,2025-02-02,15,6454.49,2783.45,3671.04,2025-04-13,134,119,Partial,0.01,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0220,2024-12-28,2025-02-26,60,71878.72,71878.72,0.0,2025-03-13,155,95,Paid,0.02,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0221,2025-04-23,2025-05-23,30,12197.68,8752.36,3445.32,2025-05-18,39,9,Partial,0.025,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0222,2025-02-27,2025-03-14,15,50046.84,50046.84,0.0,2025-02-27,94,79,Paid,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0223,2025-02-03,2025-04-04,60,42986.26,42986.26,0.0,2025-04-19,118,58,Paid,0.01,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0224,2024-12-27,2025-02-25,60,38910.44,38910.44,0.0,2025-01-11,156,96,Paid,0.01,389.1
VND-007,CloudSoft Solutions,IT,Central,INV-0225,2025-01-11,2025-03-12,60,14540.75,14540.75,0.0,2025-02-21,141,81,Paid,0.01,145.41
VND-007,CloudSoft Solutions,IT,Central,INV-0226,2024-12-10,2025-01-24,45,56048.62,56048.62,0.0,2024-12-22,173,128,Paid,0.025,1401.22
VND-007,CloudSoft Solutions,IT,Central,INV-0227,2025-02-11,2025-05-12,90,32904.2,32904.2,0.0,2025-03-23,110,20,Paid,0.01,329.04
VND-007,CloudSoft Solutions,IT,Central,INV-0228,2025-01-10,2025-02-24,45,16400.72,16400.72,0.0,2025-02-09,142,97,Paid,0.02,328.01
VND-007,CloudSoft Solutions,IT,Central,INV-0229,2025-03-13,2025-05-12,60,30178.39,30178.39,0.0,2025-06-03,80,20,Paid,0.025,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0230,2025-04-17,2025-05-02,15,6827.21,5017.72,1809.49,2025-05-08,45,30,Partial,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0231,2025-01-19,2025-03-05,45,37591.06,7882.01,29709.05,2025-04-03,133,88,Partial,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0232,2024-12-16,2025-02-14,60,26955.6,0.0,26955.6,,167,107,Overdue,0.01,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0233,2025-01-01,2025-03-02,60,45974.65,45974.65,0.0,2025-02-08,151,91,Paid,0.025,1149.37
VND-007,CloudSoft Solutions,IT,Central,INV-0234,2025-05-05,2025-07-04,60,42876.18,0.0,42876.18,,27,0,Pending,0.01,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0235,2025-01-26,2025-03-12,45,10264.87,6143.25,4121.62,2025-05-22,126,81,Partial,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0236,2024-12-19,2025-01-18,30,5618.83,5618.83,0.0,2025-01-14,164,134,Paid,0.01,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0237,2025-03-31,2025-05-15,45,71841.61,0.0,71841.61,,62,17,Overdue,0.01,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0238,2025-05-22,2025-07-06,45,23057.22,0.0,23057.22,,10,0,Pending,0.025,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0239,2025-02-19,2025-04-20,60,45746.63,45746.63,0.0,2025-03-22,102,42,Paid,0.02,914.93
VND-007,CloudSoft Solutions,IT,Central,INV-0240,2024-12-15,2024-12-30,15,54233.48,0.0,54233.48,,168,153,Overdue,0.01,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0241,2025-04-25,2025-06-09,45,1869.74,0.0,1869.74,,37,0,Pending,0.01,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0242,2025-05-25,2025-07-09,45,42190.95,0.0,42190.95,,7,0,Pending,0.025,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0243,2025-02-21,2025-03-23,30,61649.09,61649.09,0.0,2025-03-15,100,70,Paid,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0244,2025-04-15,2025-07-14,90,72218.33,0.0,72218.33,,47,0,Pending,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0245,2025-01-08,2025-02-22,45,32674.62,0.0,32674.62,,144,99,Overdue,0.02,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0246,2025-03-14,2025-04-28,45,12709.02,12709.02,0.0,2025-03-17,79,34,Paid,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0247,2025-03-15,2025-03-30,15,43024.94,13374.49,29650.45,2025-03-28,78,63,Partial,0.025,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0248,2025-01-29,2025-02-28,30,13245.81,13245.81,0.0,2025-03-12,123,93,Paid,0.01,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0249,2024-12-03,2024-12-18,15,26738.81,26738.81,0.0,2025-01-01,180,165,Paid,0.02,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0250,2025-05-09,2025-06-08,30,70480.07,0.0,70480.07,,23,0,Pending,0.025,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0251,2025-02-28,2025-05-29,90,47268.51,47268.51,0.0,2025-06-02,93,3,Paid,0.025,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0252,2024-12-25,2025-01-09,15,13762.57,13762.57,0.0,2025-01-01,158,143,Paid,0.0,0.0
VND-007,CloudSoft Solutions,IT,Central,INV-0253,2025-02-28,2025-05-29,90,36360.58,36360.58,0.0,2025-06-19,93,3,Paid,0.01,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0254,2025-02-02,2025-03-04,30,16617.5,16617.5,0.0,2025-02-27,119,89,Paid,0.02,332.35
VND-008,Rapi Cargo SA,Logistics,West,INV-0255,2025-02-02,2025-02-17,15,1068.49,1068.49,0.0,2025-02-10,119,104,Paid,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0256,2025-03-27,2025-05-11,45,25041.55,25041.55,0.0,2025-05-30,66,21,Paid,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0257,2025-05-14,2025-05-29,15,26804.16,0.0,26804.16,,18,3,Overdue,0.02,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0258,2025-04-08,2025-05-08,30,18969.71,18969.71,0.0,2025-05-15,54,24,Paid,0.025,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0259,2025-05-15,2025-08-13,90,4649.6,0.0,4649.6,,17,0,Pending,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0260,2025-02-06,2025-04-07,60,21442.06,21442.06,0.0,2025-02-20,115,55,Paid,0.02,428.84
VND-008,Rapi Cargo SA,Logistics,West,INV-0261,2025-02-09,2025-03-11,30,59613.75,59613.75,0.0,2025-03-19,112,82,Paid,0.02,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0262,2025-04-30,2025-06-14,45,76000.39,0.0,76000.39,,32,0,Pending,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0263,2025-05-08,2025-08-06,90,54595.37,0.0,54595.37,,24,0,Pending,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0264,2024-12-09,2025-02-07,60,15398.52,15398.52,0.0,2025-03-02,174,114,Paid,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0265,2025-03-25,2025-05-09,45,35884.89,35884.89,0.0,2025-04-19,68,23,Paid,0.025,897.12
VND-008,Rapi Cargo SA,Logistics,West,INV-0266,2025-04-06,2025-06-05,60,25365.48,0.0,25365.48,,56,0,Pending,0.025,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0267,2025-03-22,2025-05-06,45,39766.44,39766.44,0.0,2025-05-29,71,26,Paid,0.01,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0268,2024-12-15,2025-03-15,90,11989.86,0.0,11989.86,,168,78,Overdue,0.01,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0269,2025-01-04,2025-03-05,60,69554.2,21288.31,48265.89,2025-03-24,148,88,Partial,0.02,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0270,2025-02-25,2025-03-27,30,21552.35,21552.35,0.0,2025-02-26,96,66,Paid,0.02,431.05
VND-008,Rapi Cargo SA,Logistics,West,INV-0271,2025-03-13,2025-05-12,60,54177.93,54177.93,0.0,2025-06-09,80,20,Paid,0.01,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0272,2025-04-26,2025-06-25,60,14913.24,0.0,14913.24,,36,0,Pending,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0273,2024-12-26,2025-02-24,60,19291.68,0.0,19291.68,,157,97,Overdue,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0274,2024-12-29,2025-03-29,90,55084.05,55084.05,0.0,2025-01-05,154,64,Paid,0.01,550.84
VND-008,Rapi Cargo SA,Logistics,West,INV-0275,2025-03-08,2025-05-07,60,42274.06,42274.06,0.0,2025-03-24,85,25,Paid,0.02,845.48
VND-008,Rapi Cargo SA,Logistics,West,INV-0276,2025-03-04,2025-06-02,90,66113.98,0.0,66113.98,,89,0,Pending,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0277,2025-01-30,2025-03-01,30,70852.89,0.0,70852.89,,122,92,Overdue,0.01,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0278,2024-12-10,2024-12-25,15,12504.64,12504.64,0.0,2025-01-06,173,158,Paid,0.01,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0279,2025-04-19,2025-06-03,45,15656.8,0.0,15656.8,,43,0,Pending,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0280,2025-03-21,2025-04-05,15,6117.05,0.0,6117.05,,72,57,Overdue,0.02,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0281,2025-02-13,2025-03-15,30,26612.79,26612.79,0.0,2025-03-02,108,78,Paid,0.025,665.32
VND-008,Rapi Cargo SA,Logistics,West,INV-0282,2025-05-05,2025-08-03,90,32863.87,0.0,32863.87,,27,0,Pending,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0283,2025-05-27,2025-07-26,60,67871.17,0.0,67871.17,,5,0,Pending,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0284,2025-04-22,2025-05-22,30,66784.46,9752.78,57031.68,2025-05-04,40,10,Partial,0.025,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0285,2025-01-24,2025-03-25,60,31246.97,0.0,31246.97,,128,68,Overdue,0.025,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0286,2025-02-05,2025-03-07,30,47385.85,47385.85,0.0,2025-02-08,116,86,Paid,0.02,947.72
VND-008,Rapi Cargo SA,Logistics,West,INV-0287,2024-12-29,2025-01-28,30,39954.7,39954.7,0.0,2025-01-26,154,124,Paid,0.02,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0288,2025-02-03,2025-05-04,90,31560.68,0.0,31560.68,,118,28,Overdue,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0289,2025-03-09,2025-03-24,15,1009.81,0.0,1009.81,,84,69,Overdue,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0290,2025-05-14,2025-07-13,60,30771.57,0.0,30771.57,,18,0,Pending,0.02,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0291,2024-12-10,2025-02-08,60,10756.16,2015.08,8741.08,2025-04-05,173,113,Partial,0.01,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0292,2025-04-03,2025-05-03,30,53942.65,53942.65,0.0,2025-04-11,59,29,Paid,0.025,1348.57
VND-008,Rapi Cargo SA,Logistics,West,INV-0293,2025-05-18,2025-06-02,15,4842.09,0.0,4842.09,,14,0,Pending,0.01,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0294,2025-01-01,2025-01-16,15,26499.99,0.0,26499.99,,151,136,Overdue,0.01,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0295,2024-12-09,2025-03-09,90,60063.9,35876.27,24187.63,2024-12-25,174,84,Partial,0.0,0.0
VND-008,Rapi Cargo SA,Logistics,West,INV-0296,2025-03-03,2025-04-02,30,29312.37,14985.24,14327.13,2025-05-12,90,60,Partial,0.0,0.0
VND-009,Consulting Masters,Services,West,INV-0297,2025-05-03,2025-05-18,15,5257.34,5257.34,0.0,2025-06-11,29,14,Paid,0.02,0.0
VND-009,Consulting Masters,Services,West,INV-0298,2025-05-08,2025-07-07,60,31946.41,0.0,31946.41,,24,0,Pending,0.02,0.0
VND-009,Consulting Masters,Services,West,INV-0299,2025-05-21,2025-06-20,30,24868.96,0.0,24868.96,,11,0,Pending,0.025,0.0
VND-009,Consulting Masters,Services,West,INV-0300,2025-05-13,2025-08-11,90,74429.78,0.0,74429.78,,19,0,Pending,0.0,0.0
VND-009,Consulting Masters,Services,West,INV-0301,2024-12-19,2025-02-02,45,51228.77,51228.77,0.0,2025-02-07,164,119,Paid,0.0,0.0
VND-009,Consulting Masters,Services,West,INV-0302,2025-02-21,2025-04-07,45,23594.24,23594.24,0.0,2025-03-01,100,55,Paid,0.02,471.88
VND-009,Consulting Masters,Services,West,INV-0303,2024-12-10,2025-02-08,60,56814.47,0.0,56814.47,,173,113,Overdue,0.01,0.0
VND-009,Consulting Masters,Services,West,INV-0304,2025-04-07,2025-05-22,45,39289.72,39289.72,0.0,2025-04-16,55,10,Paid,0.0,0.0
VND-009,Consulting Masters,Services,West,INV-0305,2025-02-10,2025-03-27,45,56792.76,56792.76,0.0,2025-03-25,111,66,Paid,0.0,0.0
VND-009,Consulting Masters,Services,West,INV-0306,2025-04-13,2025-07-12,90,30756.11,0.0,30756.11,,49,0,Pending,0.025,0.0
VND-009,Consulting Masters,Services,West,INV-0307,2025-04-23,2025-06-07,45,35327.97,0.0,35327.97,,39,0,Pending,0.025,0.0
VND-009,Consulting Masters,Services,West,INV-0308,2024-12-03,2024-12-18,15,20253.71,20253.71,0.0,2024-12-22,180,165,Paid,0.025,0.0
VND-009,Consulting Masters,Services,West,INV-0309,2025-03-14,2025-04-13,30,59868.2,0.0,59868.2,,79,49,Overdue,0.01,0.0
VND-009,Consulting Masters,Services,West,INV-0310,2024-12-24,2025-03-24,90,38858.16,38858.16,0.0,2025-03-01,159,69,Paid,0.025,971.45
VND-009,Consulting Masters,Services,West,INV-0311,2025-03-10,2025-04-09,30,56497.23,56497.23,0.0,2025-03-15,83,53,Paid,0.0,0.0
VND-009,Consulting Masters,Services,West,INV-0312,2025-05-19,2025-08-17,90,26131.84,0.0,26131.84,,13,0,Pending,0.02,0.0
VND-009,Consulting Masters,Services,West,INV-0313,2025-04-05,2025-05-20,45,33241.82,33241.82,0.0,2025-05-16,57,12,Paid,0.025,0.0
VND-009,Consulting Masters,Services,West,INV-0314,2025-04-11,2025-06-10,60,8444.86,0.0,8444.86,,51,0,Pending,0.01,0.0
VND-009,Consulting Masters,Services,West,INV-0315,2025-03-26,2025-05-25,60,29841.59,29841.59,0.0,2025-06-02,67,7,Paid,0.025,0.0
VND-009,Consulting Masters,Services,West,INV-0316,2025-04-19,2025-05-19,30,63490.96,41075.92,22415.04,2025-05-06,43,13,Partial,0.02,0.0
VND-009,Consulting Masters,Services,West,INV-0317,2025-05-03,2025-08-01,90,20056.62,0.0,20056.62,,29,0,Pending,0.02,0.0
VND-009,Consulting Masters,Services,West,INV-0318,2025-05-22,2025-08-20,90,65875.19,0.0,65875.19,,10,0,Pending,0.01,0.0
VND-009,Consulting Masters,Services,West,INV-0319,2025-05-06,2025-07-05,60,68017.72,0.0,68017.72,,26,0,Pending,0.025,0.0
VND-009,Consulting Masters,Services,West,INV-0320,2025-03-30,2025-06-28,90,65516.5,0.0,65516.5,,63,0,Pending,0.0,0.0
VND-009,Consulting Masters,Services,West,INV-0321,2025-04-05,2025-07-04,90,30387.6,0.0,30387.6,,57,0,Pending,0.025,0.0
VND-010,AquaServ,Utilities,East,INV-0322,2025-03-06,2025-03-21,15,59872.64,59872.64,0.0,2025-03-19,87,72,Paid,0.025,0.0
VND-010,AquaServ,Utilities,East,INV-0323,2025-03-25,2025-05-24,60,34116.39,34116.39,0.0,2025-04-28,68,8,Paid,0.0,0.0
VND-010,AquaServ,Utilities,East,INV-0324,2025-05-10,2025-06-09,30,6817.94,0.0,6817.94,,22,0,Pending,0.01,0.0
VND-010,AquaServ,Utilities,East,INV-0325,2025-03-07,2025-06-05,90,77335.54,0.0,77335.54,,86,0,Pending,0.02,0.0
VND-010,AquaServ,Utilities,East,INV-0326,2025-05-12,2025-06-26,45,7028.26,0.0,7028.26,,20,0,Pending,0.01,0.0
VND-010,AquaServ,Utilities,East,INV-0327,2025-05-17,2025-07-01,45,38955.64,0.0,38955.64,,15,0,Pending,0.025,0.0
VND-010,AquaServ,Utilities,East,INV-0328,2024-12-11,2025-02-09,60,69228.74,69228.74,0.0,2025-01-21,172,112,Paid,0.01,692.29
VND-010,AquaServ,Utilities,East,INV-0329,2024-12-09,2025-01-23,45,61434.61,61434.61,0.0,2025-01-30,174,129,Paid,0.0,0.0
VND-010,AquaServ,Utilities,East,INV-0330,2025-02-03,2025-04-04,60,69678.86,69678.86,0.0,2025-03-21,118,58,Paid,0.02,1393.58
VND-010,AquaServ,Utilities,East,INV-0331,2025-02-18,2025-04-19,60,2987.29,2987.29,0.0,2025-05-14,103,43,Paid,0.02,0.0
VND-010,AquaServ,Utilities,East,INV-0332,2025-02-07,2025-04-08,60,17575.03,17575.03,0.0,2025-02-18,114,54,Paid,0.025,439.38
VND-010,AquaServ,Utilities,East,INV-0333,2025-03-09,2025-04-23,45,49959.54,49959.54,0.0,2025-03-21,84,39,Paid,0.025,1248.99
VND-010,AquaServ,Utilities,East,INV-0334,2025-02-11,2025-04-12,60,6038.53,0.0,6038.53,,110,50,Overdue,0.025,0.0
VND-010,AquaServ,Utilities,East,INV-0335,2025-02-04,2025-03-06,30,43529.0,43529.0,0.0,2025-02-09,117,87,Paid,0.02,870.58
VND-010,AquaServ,Utilities,East,INV-0336,2025-05-18,2025-06-17,30,3652.05,0.0,3652.05,,14,0,Pending,0.02,0.0
VND-010,AquaServ,Utilities,East,INV-0337,2025-03-27,2025-05-26,60,9721.98,9721.98,0.0,2025-04-12,66,6,Paid,0.02,194.44
VND-010,AquaServ,Utilities,East,INV-0338,2025-05-10,2025-05-25,15,67298.14,67298.14,0.0,2025-06-03,22,7,Paid,0.01,0.0
VND-010,AquaServ,Utilities,East,INV-0339,2024-12-19,2025-02-02,45,36912.92,0.0,36912.92,,164,119,Overdue,0.025,0.0
VND-010,AquaServ,Utilities,East,INV-0340,2025-03-12,2025-04-11,30,32226.34,32226.34,0.0,2025-05-04,81,51,Paid,0.0,0.0
VND-010,AquaServ,Utilities,East,INV-0341,2024-12-09,2024-12-24,15,68512.37,68512.37,0.0,2024-12-16,174,159,Paid,0.025,1712.81
VND-010,AquaServ,Utilities,East,INV-0342,2025-05-14,2025-07-13,60,1685.41,0.0,1685.41,,18,0,Pending,0.01,0.0
VND-010,AquaServ,Utilities,East,INV-0343,2025-03-17,2025-06-15,90,8375.85,0.0,8375.85,,76,0,Pending,0.0,0.0
VND-010,AquaServ,Utilities,East,INV-0344,2025-03-08,2025-06-06,90,79380.18,0.0,79380.18,,85,0,Pending,0.01,0.0
VND-010,AquaServ,Utilities,East,INV-0345,2025-04-13,2025-07-12,90,8591.83,0.0,8591.83,,49,0,Pending,0.025,0.0
VND-010,AquaServ,Utilities,East,INV-0346,2025-05-20,2025-06-19,30,64602.38,0.0,64602.38,,12,0,Pending,0.0,0.0
VND-011,SteelBuild Co,Materials,South,INV-0347,2025-05-06,2025-06-20,45,66420.59,0.0,66420.59,,26,0,Pending,0.0,0.0
VND-011,SteelBuild Co,Materials,South,INV-0348,2025-05-04,2025-07-03,60,3291.62,0.0,3291.62,,28,0,Pending,0.0,0.0
VND-011,SteelBuild Co,Materials,South,INV-0349,2025-02-17,2025-03-04,15,38911.89,38911.89,0.0,2025-02-18,104,89,Paid,0.02,778.24
VND-011,SteelBuild Co,Materials,South,INV-0350,2025-01-29,2025-02-13,15,65630.31,65630.31,0.0,2025-03-12,123,108,Paid,0.025,0.0
VND-011,SteelBuild Co,Materials,South,INV-0351,2024-12-06,2025-01-05,30,67352.88,67352.88,0.0,2025-01-03,177,147,Paid,0.01,0.0
VND-011,SteelBuild Co,Materials,South,INV-0352,2025-05-25,2025-07-09,45,42114.2,0.0,42114.2,,7,0,Pending,0.01,0.0
VND-011,SteelBuild Co,Materials,South,INV-0353,2024-12-16,2025-02-14,60,77399.4,57581.87,19817.53,2025-05-31,167,107,Partial,0.025,0.0
VND-011,SteelBuild Co,Materials,South,INV-0354,2024-12-14,2024-12-29,15,45865.28,0.0,45865.28,,169,154,Overdue,0.02,0.0
VND-011,SteelBuild Co,Materials,South,INV-0355,2025-04-07,2025-05-22,45,33793.81,33793.81,0.0,2025-05-09,55,10,Paid,0.01,337.94
