transaction_id,date,period,year,month,quarter,category,flow_type,department,region,counterparty,reference,budget_amount,actual_amount,forecast_amount,variance,variance_pct,data_type,is_favorable
CF-0138,2025-06-26,Jun 2025,2025,6,Q2,Interest Income,Inflow,Finance,East,Bank of Commerce,INT-202506,3228.98,3455.44,3455.44,226.46,7.0,Actual,Yes
CF-0126,2025-06-27,Jun 2025,2025,6,Q2,AR Collections,Inflow,Finance,North,Apex Retail Group,INV-96200,67299.9,71612.06,71612.06,4312.16,6.4,Actual,Yes
CF-0130,2025-06-27,Jun 2025,2025,6,Q2,AR Collections,Inflow,Finance,South,Meridian Corp,INV-70482,23312.92,26297.73,26297.73,2984.81,12.8,Actual,Yes
CF-0147,2025-06-28,Jun 2025,2025,6,Q2,Operating Expenses,Outflow,Sales,South,SafetyFirst Supplies,EXP-8596,6816.27,7139.38,7139.38,323.11,4.7,Actual,No
CF-0152,2025-07-01,Jul 2025,2025,7,Q3,AR Collections,Inflow,Finance,Central,Titan Manufacturing,INV-99889,40560.93,47685.61,47685.61,7124.68,17.6,Actual,Yes
CF-0177,2025-07-01,Jul 2025,2025,7,Q3,CAPEX,Outflow,IT,West,MetalWorks Ltd.,CAP-2645,85047.39,75341.27,75341.27,-9706.12,-11.4,Actual,Yes
CF-0160,2025-07-04,Jul 2025,2025,7,Q3,Product Sales,Inflow,Sales,Central,ClearPath LLC,ORD-8019,47478.98,51493.62,51493.62,4014.64,8.5,Actual,Yes
CF-0163,2025-07-04,Jul 2025,2025,7,Q3,Service Revenue,Inflow,Sales,West,Blue Sky Solutions,SVC-1185,39917.3,40718.54,40718.54,801.24,2.0,Actual,Yes
CF-0170,2025-07-07,Jul 2025,2025,7,Q3,AP Payments,Outflow,Finance,South,TechCore Solutions,PO-74382,34331.21,32539.8,32539.8,-1791.41,-5.2,Actual,Yes
CF-0172,2025-07-07,Jul 2025,2025,7,Q3,Payroll,Outflow,HR,Central,Payroll Processing,PAY-202507-1,107727.48,122662.08,122662.08,14934.6,13.9,Actual,No
CF-0164,2025-07-08,Jul 2025,2025,7,Q3,Service Revenue,Inflow,Sales,Central,Redwood Consulting,SVC-1555,16993.18,15972.38,15972.38,-1020.8,-6.0,Actual,No
CF-0171,2025-07-08,Jul 2025,2025,7,Q3,AP Payments,Outflow,Finance,North,ProStaff Services,PO-70749,35269.91,36309.07,36309.07,1039.16,2.9,Actual,No
CF-0168,2025-07-09,Jul 2025,2025,7,Q3,AP Payments,Outflow,Finance,North,BuildRight Materials,PO-28005,8179.8,9198.61,9198.61,1018.81,12.5,Actual,No
CF-0158,2025-07-11,Jul 2025,2025,7,Q3,Product Sales,Inflow,Sales,South,Meridian Corp,ORD-8836,88457.54,89810.74,89810.74,1353.2,1.5,Actual,Yes
CF-0156,2025-07-14,Jul 2025,2025,7,Q3,AR Collections,Inflow,Finance,East,Blue Sky Solutions,INV-36318,36622.99,34249.6,34249.6,-2373.39,-6.5,Actual,No
CF-0155,2025-07-15,Jul 2025,2025,7,Q3,AR Collections,Inflow,Finance,East,Apex Retail Group,INV-85965,35609.17,31581.85,31581.85,-4027.32,-11.3,Actual,No
CF-0175,2025-07-17,Jul 2025,2025,7,Q3,Operating Expenses,Outflow,Finance,Central,TechCore Solutions,EXP-6901,22059.52,21299.69,21299.69,-759.83,-3.4,Actual,Yes
CF-0176,2025-07-17,Jul 2025,2025,7,Q3,Operating Expenses,Outflow,Operations,Central,SafetyFirst Supplies,EXP-3355,7508.24,8739.44,8739.44,1231.2,16.4,Actual,No
CF-0162,2025-07-20,Jul 2025,2025,7,Q3,Service Revenue,Inflow,Sales,East,Harmon Industries,SVC-3652,26104.27,25640.04,25640.04,-464.23,-1.8,Actual,No
CF-0161,2025-07-21,Jul 2025,2025,7,Q3,Product Sales,Inflow,Sales,Central,Summit Enterprises,ORD-5887,57387.17,59385.85,59385.85,1998.68,3.5,Actual,Yes
CF-0169,2025-07-21,Jul 2025,2025,7,Q3,AP Payments,Outflow,Finance,South,SafetyFirst Supplies,PO-21399,29859.67,26561.71,26561.71,-3297.96,-11.0,Actual,Yes
CF-0173,2025-07-21,Jul 2025,2025,7,Q3,Payroll,Outflow,HR,North,Payroll Processing,PAY-202507-2,105065.42,107705.76,107705.76,2640.34,2.5,Actual,No
CF-0154,2025-07-22,Jul 2025,2025,7,Q3,AR Collections,Inflow,Finance,North,Blue Sky Solutions,INV-92345,53390.8,50590.89,50590.89,-2799.91,-5.2,Actual,No
CF-0159,2025-07-24,Jul 2025,2025,7,Q3,Product Sales,Inflow,Sales,North,Pacific Distributors,ORD-9565,98111.95,101575.53,101575.53,3463.58,3.5,Actual,Yes
CF-0165,2025-07-24,Jul 2025,2025,7,Q3,Service Revenue,Inflow,Sales,West,Blue Sky Solutions,SVC-4626,30022.45,26446.21,26446.21,-3576.24,-11.9,Actual,No
CF-0174,2025-07-26,Jul 2025,2025,7,Q3,Operating Expenses,Outflow,Operations,South,SafetyFirst Supplies,EXP-5652,5341.79,4554.39,4554.39,-787.4,-14.7,Actual,Yes
CF-0153,2025-07-27,Jul 2025,2025,7,Q3,AR Collections,Inflow,Finance,South,Nova Technologies,INV-40162,60474.81,59580.46,59580.46,-894.35,-1.5,Actual,No
CF-0166,2025-07-28,Jul 2025,2025,7,Q3,Interest Income,Inflow,Finance,West,Bank of Commerce,INT-202507,3770.43,3482.57,3482.57,-287.86,-7.6,Actual,No
CF-0167,2025-07-28,Jul 2025,2025,7,Q3,AP Payments,Outflow,Finance,East,ProStaff Services,PO-26511,40219.99,40789.82,40789.82,569.83,1.4,Actual,No
CF-0157,2025-07-30,Jul 2025,2025,7,Q3,AR Collections,Inflow,Finance,West,Nova Technologies,INV-31567,48258.59,49490.72,49490.72,1232.13,2.6,Actual,Yes
CF-0195,2025-08-04,Aug 2025,2025,8,Q3,AP Payments,Outflow,Finance,Central,ProStaff Services,PO-48174,33177.95,32328.03,32328.03,-849.92,-2.6,Actual,Yes
CF-0191,2025-08-05,Aug 2025,2025,8,Q3,AP Payments,Outflow,Finance,West,Acme Supplies Co.,PO-26013,20428.24,19355.03,19355.03,-1073.21,-5.3,Actual,Yes
CF-0192,2025-08-06,Aug 2025,2025,8,Q3,AP Payments,Outflow,Finance,Central,ProStaff Services,PO-40423,22331.25,24143.77,24143.77,1812.52,8.1,Actual,No
CF-0197,2025-08-07,Aug 2025,2025,8,Q3,Payroll,Outflow,HR,South,Payroll Processing,PAY-202508-1,80768.71,74574.03,74574.03,-6194.68,-7.7,Actual,Yes
CF-0178,2025-08-11,Aug 2025,2025,8,Q3,AR Collections,Inflow,Finance,Central,Titan Manufacturing,INV-29442,69258.21,59827.36,59827.36,-9430.85,-13.6,Actual,No
CF-0179,2025-08-11,Aug 2025,2025,8,Q3,AR Collections,Inflow,Finance,Central,Pacific Distributors,INV-88301,49256.32,49006.84,49006.84,-249.48,-0.5,Actual,No
CF-0187,2025-08-12,Aug 2025,2025,8,Q3,Service Revenue,Inflow,Sales,West,Meridian Corp,SVC-4123,48351.06,42921.1,42921.1,-5429.96,-11.2,Actual,No
CF-0199,2025-08-13,Aug 2025,2025,8,Q3,Operating Expenses,Outflow,IT,East,BuildRight Materials,EXP-7098,9040.98,9621.19,9621.19,580.21,6.4,Actual,No
CF-0182,2025-08-14,Aug 2025,2025,8,Q3,Product Sales,Inflow,Sales,West,Summit Enterprises,ORD-7088,33082.3,29409.52,29409.52,-3672.78,-11.1,Actual,No
CF-0186,2025-08-17,Aug 2025,2025,8,Q3,Product Sales,Inflow,Sales,North,Harmon Industries,ORD-6267,33806.05,32756.23,32756.23,-1049.82,-3.1,Actual,No
CF-0184,2025-08-18,Aug 2025,2025,8,Q3,Product Sales,Inflow,Sales,North,Apex Retail Group,ORD-9804,94000.39,105845.97,105845.97,11845.58,12.6,Actual,Yes
CF-0201,2025-08-19,Aug 2025,2025,8,Q3,Operating Expenses,Outflow,Sales,East,CloudSys Inc.,EXP-5371,18242.46,14939.29,14939.29,-3303.17,-18.1,Actual,Yes
CF-0203,2025-08-19,Aug 2025,2025,8,Q3,CAPEX,Outflow,Operations,East,OfficePro Services,CAP-1322,45845.01,42389.21,42389.21,-3455.8,-7.5,Actual,Yes
CF-0198,2025-08-21,Aug 2025,2025,8,Q3,Payroll,Outflow,HR,West,Payroll Processing,PAY-202508-2,156416.09,140953.15,140953.15,-15462.94,-9.9,Actual,Yes
CF-0194,2025-08-22,Aug 2025,2025,8,Q3,AP Payments,Outflow,Finance,South,CloudSys Inc.,PO-51828,15795.7,15453.67,15453.67,-342.03,-2.2,Actual,Yes
CF-0196,2025-08-22,Aug 2025,2025,8,Q3,AP Payments,Outflow,Finance,North,PowerGrid Utilities,PO-22976,23518.78,24905.59,24905.59,1386.81,5.9,Actual,No
CF-0188,2025-08-25,Aug 2025,2025,8,Q3,Service Revenue,Inflow,Sales,Central,Titan Manufacturing,SVC-3513,48341.67,50053.26,50053.26,1711.59,3.5,Actual,Yes
CF-0204,2025-08-25,Aug 2025,2025,8,Q3,CAPEX,Outflow,IT,South,TechCore Solutions,CAP-3090,43714.06,45795.12,45795.12,2081.06,4.8,Actual,No
CF-0180,2025-08-26,Aug 2025,2025,8,Q3,AR Collections,Inflow,Finance,South,Meridian Corp,INV-95814,42521.36,46632.44,46632.44,4111.08,9.7,Actual,Yes
CF-0183,2025-08-27,Aug 2025,2025,8,Q3,Product Sales,Inflow,Sales,East,Meridian Corp,ORD-5763,30706.33,31977.33,31977.33,1271.0,4.1,Actual,Yes
CF-0189,2025-08-27,Aug 2025,2025,8,Q3,Service Revenue,Inflow,Sales,East,Nova Technologies,SVC-1118,51950.62,50799.28,50799.28,-1151.34,-2.2,Actual,No
CF-0185,2025-08-28,Aug 2025,2025,8,Q3,Product Sales,Inflow,Sales,East,Pacific Distributors,ORD-5421,59918.73,68260.81,68260.81,8342.08,13.9,Actual,Yes
CF-0190,2025-08-28,Aug 2025,2025,8,Q3,Interest Income,Inflow,Finance,Central,Bank of Commerce,INT-202508,5146.92,5327.03,5327.03,180.11,3.5,Actual,Yes
CF-0200,2025-08-28,Aug 2025,2025,8,Q3,Operating Expenses,Outflow,Finance,East,CloudSys Inc.,EXP-3153,6657.74,5990.08,5990.08,-667.66,-10.0,Actual,Yes
CF-0181,2025-08-29,Aug 2025,2025,8,Q3,AR Collections,Inflow,Finance,West,Harmon Industries,INV-64239,42513.99,40685.27,40685.27,-1828.72,-4.3,Actual,No
CF-0193,2025-08-29,Aug 2025,2025,8,Q3,AP Payments,Outflow,Finance,North,Acme Supplies Co.,PO-30196,27464.06,26559.41,26559.41,-904.65,-3.3,Actual,Yes
CF-0202,2025-08-31,Aug 2025,2025,8,Q3,Operating Expenses,Outflow,IT,West,MetalWorks Ltd.,EXP-9815,8953.08,9103.89,9103.89,150.81,1.7,Actual,No
CF-0222,2025-09-05,Sep 2025,2025,9,Q3,Operating Expenses,Outflow,Operations,Central,TechCore Solutions,EXP-5423,10210.49,10025.04,10025.04,-185.45,-1.8,Actual,Yes
CF-0224,2025-09-05,Sep 2025,2025,9,Q3,Operating Expenses,Outflow,Operations,South,FastShip Logistics,EXP-9810,18736.67,20309.3,20309.3,1572.63,8.4,Actual,No
CF-0220,2025-09-07,Sep 2025,2025,9,Q3,Payroll,Outflow,HR,North,Payroll Processing,PAY-202509-1,89345.3,90137.73,90137.73,792.43,0.9,Actual,No
CF-0218,2025-09-10,Sep 2025,2025,9,Q3,AP Payments,Outflow,Finance,East,CloudSys Inc.,PO-28450,39002.87,42988.88,42988.88,3986.01,10.2,Actual,No
CF-0225,2025-09-12,Sep 2025,2025,9,Q3,CAPEX,Outflow,IT,West,MetalWorks Ltd.,CAP-3500,26281.86,26052.64,26052.64,-229.22,-0.9,Actual,Yes
CF-0226,2025-09-13,Sep 2025,2025,9,Q3,Tax Payments,Outflow,Finance,West,IRS / Tax Authority,TAX-2025-Q3,79570.31,83835.7,83835.7,4265.39,5.4,Actual,No
CF-0214,2025-09-15,Sep 2025,2025,9,Q3,Service Revenue,Inflow,Sales,East,ClearPath LLC,SVC-3146,22652.98,20674.86,20674.86,-1978.12,-8.7,Actual,No
CF-0211,2025-09-17,Sep 2025,2025,9,Q3,Product Sales,Inflow,Sales,North,Pacific Distributors,ORD-8790,77275.71,87352.18,87352.18,10076.47,13.0,Actual,Yes
CF-0209,2025-09-19,Sep 2025,2025,9,Q3,AR Collections,Inflow,Finance,West,Apex Retail Group,INV-56129,63390.79,60595.16,60595.16,-2795.63,-4.4,Actual,No
CF-0208,2025-09-21,Sep 2025,2025,9,Q3,AR Collections,Inflow,Finance,East,Summit Enterprises,INV-29786,36422.87,35715.66,35715.66,-707.21,-1.9,Actual,No
CF-0216,2025-09-21,Sep 2025,2025,9,Q3,AP Payments,Outflow,Finance,West,ProStaff Services,PO-24319,34412.17,33595.03,33595.03,-817.14,-2.4,Actual,Yes
CF-0219,2025-09-21,Sep 2025,2025,9,Q3,AP Payments,Outflow,Finance,Central,ProStaff Services,PO-73292,26121.19,25656.42,25656.42,-464.77,-1.8,Actual,Yes
CF-0221,2025-09-21,Sep 2025,2025,9,Q3,Payroll,Outflow,HR,West,Payroll Processing,PAY-202509-2,116259.77,106900.16,106900.16,-9359.61,-8.1,Actual,Yes
CF-0217,2025-09-24,Sep 2025,2025,9,Q3,AP Payments,Outflow,Finance,South,SafetyFirst Supplies,PO-77231,16229.29,13716.68,13716.68,-2512.61,-15.5,Actual,Yes
CF-0206,2025-09-25,Sep 2025,2025,9,Q3,AR Collections,Inflow,Finance,West,Meridian Corp,INV-33218,52336.74,58812.77,58812.77,6476.03,12.4,Actual,Yes
CF-0207,2025-09-25,Sep 2025,2025,9,Q3,AR Collections,Inflow,Finance,Central,Titan Manufacturing,INV-68838,61003.41,69009.5,69009.5,8006.09,13.1,Actual,Yes
CF-0212,2025-09-26,Sep 2025,2025,9,Q3,Product Sales,Inflow,Sales,South,Titan Manufacturing,ORD-6542,63227.36,60165.13,60165.13,-3062.23,-4.8,Actual,No
CF-0213,2025-09-26,Sep 2025,2025,9,Q3,Service Revenue,Inflow,Sales,North,Summit Enterprises,SVC-3925,31372.49,29718.38,29718.38,-1654.11,-5.3,Actual,No
CF-0205,2025-09-27,Sep 2025,2025,9,Q3,AR Collections,Inflow,Finance,South,Blue Sky Solutions,INV-40968,38012.68,32943.54,32943.54,-5069.14,-13.3,Actual,No
CF-0210,2025-09-27,Sep 2025,2025,9,Q3,Product Sales,Inflow,Sales,North,Nova Technologies,ORD-5628,29835.65,34408.45,34408.45,4572.8,15.3,Actual,Yes
CF-0215,2025-09-29,Sep 2025,2025,9,Q3,Interest Income,Inflow,Finance,Central,Bank of Commerce,INT-202509,5130.72,4886.69,4886.69,-244.03,-4.8,Actual,No
CF-0223,2025-09-29,Sep 2025,2025,9,Q3,Operating Expenses,Outflow,IT,South,Acme Supplies Co.,EXP-8422,24207.76,25087.61,25087.61,879.85,3.6,Actual,No
CF-0242,2025-10-07,Oct 2025,2025,10,Q4,Payroll,Outflow,HR,North,Payroll Processing,PAY-202510-1,115709.39,106643.24,106643.24,-9066.15,-7.8,Actual,Yes
CF-0230,2025-10-10,Oct 2025,2025,10,Q4,AR Collections,Inflow,Finance,South,Meridian Corp,INV-31012,66516.46,69670.11,69670.11,3153.65,4.7,Actual,Yes
CF-0236,2025-10-10,Oct 2025,2025,10,Q4,Service Revenue,Inflow,Sales,Central,Harmon Industries,SVC-2233,16781.03,14499.8,14499.8,-2281.23,-13.6,Actual,No
CF-0246,2025-10-10,Oct 2025,2025,10,Q4,Operating Expenses,Outflow,IT,South,CloudSys Inc.,EXP-9679,12258.7,11757.44,11757.44,-501.26,-4.1,Actual,Yes
CF-0248,2025-10-13,Oct 2025,2025,10,Q4,CAPEX,Outflow,Operations,Central,FastShip Logistics,CAP-3032,109674.47,112301.11,112301.11,2626.64,2.4,Actual,No
CF-0228,2025-10-14,Oct 2025,2025,10,Q4,AR Collections,Inflow,Finance,East,Blue Sky Solutions,INV-36174,46665.68,45183.51,45183.51,-1482.17,-3.2,Actual,No
CF-0229,2025-10-16,Oct 2025,2025,10,Q4,AR Collections,Inflow,Finance,Central,Summit Enterprises,INV-82684,20974.25,23952.63,23952.63,2978.38,14.2,Actual,Yes
CF-0234,2025-10-16,Oct 2025,2025,10,Q4,Product Sales,Inflow,Sales,North,Blue Sky Solutions,ORD-8842,102978.67,89631.54,89631.54,-13347.13,-13.0,Actual,No
CF-0241,2025-10-16,Oct 2025,2025,10,Q4,AP Payments,Outflow,Finance,North,Acme Supplies Co.,PO-61659,20056.33,18868.81,18868.81,-1187.52,-5.9,Actual,Yes
CF-0232,2025-10-17,Oct 2025,2025,10,Q4,Product Sales,Inflow,Sales,South,Summit Enterprises,ORD-6931,29526.84,25836.23,25836.23,-3690.61,-12.5,Actual,No
CF-0240,2025-10-17,Oct 2025,2025,10,Q4,AP Payments,Outflow,Finance,North,OfficePro Services,PO-53248,8436.46,8639.81,8639.81,203.35,2.4,Actual,No
CF-0238,2025-10-19,Oct 2025,2025,10,Q4,AP Payments,Outflow,Finance,Central,BuildRight Materials,PO-67090,28750.38,26528.66,26528.66,-2221.72,-7.7,Actual,Yes
CF-0239,2025-10-19,Oct 2025,2025,10,Q4,AP Payments,Outflow,Finance,East,CloudSys Inc.,PO-32275,18701.38,16948.73,16948.73,-1752.65,-9.4,Actual,Yes
CF-0243,2025-10-21,Oct 2025,2025,10,Q4,Payroll,Outflow,HR,North,Payroll Processing,PAY-202510-2,157150.14,152252.37,152252.37,-4897.77,-3.1,Actual,Yes
CF-0245,2025-10-25,Oct 2025,2025,10,Q4,Operating Expenses,Outflow,Sales,North,Acme Supplies Co.,EXP-5403,6451.31,6517.94,6517.94,66.63,1.0,Actual,No
CF-0237,2025-10-26,Oct 2025,2025,10,Q4,Interest Income,Inflow,Finance,Central,Bank of Commerce,INT-202510,3057.01,3159.81,3159.81,102.8,3.4,Actual,Yes
CF-0235,2025-10-27,Oct 2025,2025,10,Q4,Service Revenue,Inflow,Sales,West,Blue Sky Solutions,SVC-3247,23004.73,25240.36,25240.36,2235.63,9.7,Actual,Yes
CF-0244,2025-10-27,Oct 2025,2025,10,Q4,Operating Expenses,Outflow,Operations,South,MetalWorks Ltd.,EXP-8696,17558.32,16305.02,16305.02,-1253.3,-7.1,Actual,Yes
CF-0247,2025-10-28,Oct 2025,2025,10,Q4,Operating Expenses,Outflow,Finance,West,ProStaff Services,EXP-5238,11580.55,10399.44,10399.44,-1181.11,-10.2,Actual,Yes
CF-0231,2025-10-30,Oct 2025,2025,10,Q4,Product Sales,Inflow,Sales,West,Harmon Industries,ORD-8695,32795.65,39524.05,39524.05,6728.4,20.5,Actual,Yes
CF-0233,2025-10-30,Oct 2025,2025,10,Q4,Product Sales,Inflow,Sales,East,Meridian Corp,ORD-7746,27395.94,26762.35,26762.35,-633.59,-2.3,Actual,No
CF-0227,2025-10-31,Oct 2025,2025,10,Q4,AR Collections,Inflow,Finance,West,Titan Manufacturing,INV-67749,38966.93,36643.05,36643.05,-2323.88,-6.0,Actual,No
CF-0257,2025-11-04,Nov 2025,2025,11,Q4,Service Revenue,Inflow,Sales,Central,Apex Retail Group,SVC-4013,23983.66,22483.82,22483.82,-1499.84,-6.3,Actual,No
CF-0268,2025-11-05,Nov 2025,2025,11,Q4,Operating Expenses,Outflow,Sales,East,OfficePro Services,EXP-3453,22658.98,24644.15,24644.15,1985.17,8.8,Actual,No
CF-0266,2025-11-07,Nov 2025,2025,11,Q4,Payroll,Outflow,HR,West,Payroll Processing,PAY-202511-1,87375.07,92067.28,92067.28,4692.21,5.4,Actual,No
CF-0263,2025-11-08,Nov 2025,2025,11,Q4,AP Payments,Outflow,Finance,West,MetalWorks Ltd.,PO-21722,34514.36,33951.41,33951.41,-562.95,-1.6,Actual,Yes
CF-0250,2025-11-11,Nov 2025,2025,11,Q4,AR Collections,Inflow,Finance,West,Meridian Corp,INV-20494,49092.04,45077.57,45077.57,-4014.47,-8.2,Actual,No
CF-0269,2025-11-11,Nov 2025,2025,11,Q4,Operating Expenses,Outflow,Operations,East,ProStaff Services,EXP-7250,8787.11,10438.66,10438.66,1651.55,18.8,Actual,No
CF-0253,2025-11-13,Nov 2025,2025,11,Q4,AR Collections,Inflow,Finance,North,Summit Enterprises,INV-77251,56257.48,62213.5,62213.5,5956.02,10.6,Actual,Yes
CF-0251,2025-11-14,Nov 2025,2025,11,Q4,AR Collections,Inflow,Finance,East,Blue Sky Solutions,INV-68183,52349.43,45216.07,45216.07,-7133.36,-13.6,Actual,No
CF-0252,2025-11-14,Nov 2025,2025,11,Q4,AR Collections,Inflow,Finance,North,Nova Technologies,INV-93816,53046.53,64389.09,64389.09,11342.56,21.4,Actual,Yes
CF-0260,2025-11-15,Nov 2025,2025,11,Q4,Service Revenue,Inflow,Sales,East,Meridian Corp,SVC-4319,50643.2,56090.31,56090.31,5447.11,10.8,Actual,Yes
CF-0259,2025-11-16,Nov 2025,2025,11,Q4,Service Revenue,Inflow,Sales,South,Harmon Industries,SVC-1502,41841.17,34725.19,34725.19,-7115.98,-17.0,Actual,No
CF-0264,2025-11-18,Nov 2025,2025,11,Q4,AP Payments,Outflow,Finance,West,FastShip Logistics,PO-60104,34931.82,32384.9,32384.9,-2546.92,-7.3,Actual,Yes
CF-0270,2025-11-18,Nov 2025,2025,11,Q4,Operating Expenses,Outflow,HR,Central,FastShip Logistics,EXP-8120,9514.94,9271.25,9271.25,-243.69,-2.6,Actual,Yes
CF-0255,2025-11-19,Nov 2025,2025,11,Q4,Product Sales,Inflow,Sales,East,Apex Retail Group,ORD-9956,55782.8,50528.41,50528.41,-5254.39,-9.4,Actual,No
CF-0271,2025-11-19,Nov 2025,2025,11,Q4,CAPEX,Outflow,IT,East,FastShip Logistics,CAP-3698,79997.23,90991.0,90991.0,10993.77,13.7,Actual,No
CF-0267,2025-11-21,Nov 2025,2025,11,Q4,Payroll,Outflow,HR,Central,Payroll Processing,PAY-202511-2,126583.32,115372.19,115372.19,-11211.13,-8.9,Actual,Yes
CF-0254,2025-11-22,Nov 2025,2025,11,Q4,Product Sales,Inflow,Sales,East,ClearPath LLC,ORD-5285,97136.89,82820.65,82820.65,-14316.24,-14.7,Actual,No
CF-0249,2025-11-24,Nov 2025,2025,11,Q4,AR Collections,Inflow,Finance,South,Pacific Distributors,INV-20345,63665.44,70241.82,70241.82,6576.38,10.3,Actual,Yes
CF-0265,2025-11-24,Nov 2025,2025,11,Q4,AP Payments,Outflow,Finance,Central,MetalWorks Ltd.,PO-54451,41985.42,39980.43,39980.43,-2004.99,-4.8,Actual,Yes
CF-0256,2025-11-25,Nov 2025,2025,11,Q4,Product Sales,Inflow,Sales,East,Meridian Corp,ORD-9701,56621.14,50046.94,50046.94,-6574.2,-11.6,Actual,No
CF-0258,2025-11-25,Nov 2025,2025,11,Q4,Service Revenue,Inflow,Sales,East,Nova Technologies,SVC-3883,17063.72,18720.84,18720.84,1657.12,9.7,Actual,Yes
CF-0261,2025-11-26,Nov 2025,2025,11,Q4,Interest Income,Inflow,Finance,East,Bank of Commerce,INT-202511,4005.28,3822.78,3822.78,-182.5,-4.6,Actual,No
CF-0262,2025-11-30,Nov 2025,2025,11,Q4,AP Payments,Outflow,Finance,South,FastShip Logistics,PO-72015,31625.13,28557.38,28557.38,-3067.75,-9.7,Actual,Yes
CF-0295,2025-12-01,Dec 2025,2025,12,Q4,CAPEX,Outflow,Operations,West,ProStaff Services,CAP-2715,32769.76,30684.57,30684.57,-2085.19,-6.4,Actual,Yes
CF-0288,2025-12-02,Dec 2025,2025,12,Q4,AP Payments,Outflow,Finance,West,Acme Supplies Co.,PO-22550,20449.94,18409.77,18409.77,-2040.17,-10.0,Actual,Yes
CF-0275,2025-12-03,Dec 2025,2025,12,Q4,AR Collections,Inflow,Finance,South,Apex Retail Group,INV-30719,34953.73,34401.01,34401.01,-552.72,-1.6,Actual,No
CF-0276,2025-12-05,Dec 2025,2025,12,Q4,AR Collections,Inflow,Finance,West,Summit Enterprises,INV-51853,37390.98,42531.57,42531.57,5140.59,13.7,Actual,Yes
CF-0278,2025-12-05,Dec 2025,2025,12,Q4,Product Sales,Inflow,Sales,Central,Meridian Corp,ORD-5414,63215.66,58363.65,58363.65,-4852.01,-7.7,Actual,No
CF-0273,2025-12-07,Dec 2025,2025,12,Q4,AR Collections,Inflow,Finance,Central,Titan Manufacturing,INV-64602,33085.39,30049.05,30049.05,-3036.34,-9.2,Actual,No
CF-0289,2025-12-07,Dec 2025,2025,12,Q4,Payroll,Outflow,HR,South,Payroll Processing,PAY-202512-1,131933.27,142353.93,142353.93,10420.66,7.9,Actual,No
CF-0293,2025-12-09,Dec 2025,2025,12,Q4,Operating Expenses,Outflow,IT,South,SafetyFirst Supplies,EXP-4864,18728.92,20225.93,20225.93,1497.01,8.0,Actual,No
CF-0285,2025-12-10,Dec 2025,2025,12,Q4,AP Payments,Outflow,Finance,East,TechCore Solutions,PO-45319,19050.86,19967.08,19967.08,916.22,4.8,Actual,No
CF-0287,2025-12-11,Dec 2025,2025,12,Q4,AP Payments,Outflow,Finance,Central,OfficePro Services,PO-43960,34616.3,32698.86,32698.86,-1917.44,-5.5,Actual,Yes
CF-0277,2025-12-12,Dec 2025,2025,12,Q4,AR Collections,Inflow,Finance,North,Redwood Consulting,INV-83616,25453.67,21995.43,21995.43,-3458.24,-13.6,Actual,No
CF-0281,2025-12-13,Dec 2025,2025,12,Q4,Product Sales,Inflow,Sales,East,Redwood Consulting,ORD-8745,32654.17,33829.14,33829.14,1174.97,3.6,Actual,Yes
CF-0297,2025-12-15,Dec 2025,2025,12,Q4,Tax Payments,Outflow,Finance,South,IRS / Tax Authority,TAX-2025-Q4,159802.9,153048.74,153048.74,-6754.16,-4.2,Actual,Yes
CF-0280,2025-12-16,Dec 2025,2025,12,Q4,Product Sales,Inflow,Sales,North,Redwood Consulting,ORD-8824,89865.32,85710.46,85710.46,-4154.86,-4.6,Actual,No
CF-0282,2025-12-16,Dec 2025,2025,12,Q4,Service Revenue,Inflow,Sales,East,Titan Manufacturing,SVC-4614,14173.24,15523.37,15523.37,1350.13,9.5,Actual,Yes
CF-0291,2025-12-17,Dec 2025,2025,12,Q4,Operating Expenses,Outflow,IT,North,OfficePro Services,EXP-7012,18655.67,18752.4,18752.4,96.73,0.5,Actual,No
CF-0286,2025-12-20,Dec 2025,2025,12,Q4,AP Payments,Outflow,Finance,East,SafetyFirst Supplies,PO-27786,35711.21,30213.63,30213.63,-5497.58,-15.4,Actual,Yes
CF-0296,2025-12-20,Dec 2025,2025,12,Q4,CAPEX,Outflow,Operations,East,Acme Supplies Co.,CAP-3890,71178.31,58993.5,58993.5,-12184.81,-17.1,Actual,Yes
CF-0290,2025-12-21,Dec 2025,2025,12,Q4,Payroll,Outflow,HR,Central,Payroll Processing,PAY-202512-2,112796.58,104128.94,104128.94,-8667.64,-7.7,Actual,Yes
CF-0292,2025-12-22,Dec 2025,2025,12,Q4,Operating Expenses,Outflow,Finance,North,CloudSys Inc.,EXP-7781,13472.23,14284.62,14284.62,812.39,6.0,Actual,No
CF-0294,2025-12-24,Dec 2025,2025,12,Q4,Operating Expenses,Outflow,IT,Central,CloudSys Inc.,EXP-4210,17057.34,17294.36,17294.36,237.02,1.4,Actual,No
CF-0272,2025-12-28,Dec 2025,2025,12,Q4,AR Collections,Inflow,Finance,Central,Apex Retail Group,INV-20646,20348.08,19126.28,19126.28,-1221.8,-6.0,Actual,No
CF-0283,2025-12-28,Dec 2025,2025,12,Q4,Service Revenue,Inflow,Sales,East,Meridian Corp,SVC-2765,35077.7,30583.26,30583.26,-4494.44,-12.8,Actual,No
